Game,Home,Away,Date,Time,Stadium
001,São José / RS,Floresta / CE,02/05/2023,19:00,Francisco Novelletto Neto / Porto Alegre
002,Paysandu / PA,Aparecidense / GO,03/05/2023,21:30,Leônidas Sobré de Castro / Belem
003,Sao Bernardo / SP,Remo / PA,04/05/2023,21:30,1º de Maio / Sao Bernardo do Campo
004,América / RN,Ypiranga / RS,03/05/2023,19:00,Arena das Dunas / Natal
005,Volta Redonda / RJ,Pouso Alegre / MG,02/05/2023,19:00,Sylvio Raulino de Oliveira / Volta Redonda
006,CSA / AL,Confiança / SE,04/05/2023,18:00,Rei Pelé / Maceio
007,Botafogo / PB,Operário / PR,04/05/2023,19:00,José Américo de Almeida Filho / Joao Pessoa
008,Altos / PI,Figueirense / SC,04/05/2023,21:30,Lindolfo Monteiro / Teresina
009,Manaus / AM,Náutico / PE,02/05/2023,21:30,Arena da Amazônia / Manaus
010,Brusque / SC,Amazonas / AM,03/05/2023,19:00,Augusto Bauer / Brusque
011,Ypiranga / RS,CSA / AL,07/05/2023,16:30,Colosso da Lagoa / Erechim
012,Remo / PA,Botafogo / PB,07/05/2023,19:00,Olímpico do Pará / Belem
013,Operário / PR,Manaus / AM,07/05/2023,16:30,Germano Kruger / Ponta Grossa
014,Náutico / PE,São José / RS,06/05/2023,19:00,Eládio de Barros Carvalho / Recife
015,Pouso Alegre / MG,Brusque / SC,06/05/2023,19:00,Irmão Gino Maria Rossi / Pouso Alegre
016,Confiança / SE,Altos / PI,08/05/2023,20:00,Lourival Baptista / Aracaju
017,Floresta / CE,Volta Redonda / RJ,06/05/2023,16:30,Presidente Vargas / Fortaleza
018,Aparecidense / GO,Sao Bernardo / SP,07/05/2023,19:00,Anibal Batista de Toledo / Aparecida de Goiania
019,Figueirense / SC,Paysandu / PA,08/05/2023,20:00,Orlando Scarpelli / Florianopolis
020,Amazonas / AM,América / RN,06/05/2023,16:00,Carlos Zamith / Manaus
021,Ypiranga / RS,Paysandu / PA,11/05/2023,20:00,Colosso da Lagoa / Erechim
022,Remo / PA,Amazonas / AM,14/05/2023,16:30,Evandro Almeida / Belem
023,Operário / PR,São José / RS,15/05/2023,20:00,Germano Kruger / Ponta Grossa
024,América / RN,Botafogo / PB,13/05/2023,21:30,Arena das Dunas / Natal
025,Pouso Alegre / MG,Sao Bernardo / SP,13/05/2023,16:30,Irmão Gino Maria Rossi / Pouso Alegre
026,Confiança / SE,Figueirense / SC,13/05/2023,16:30,Lourival Baptista / Aracaju
027,Floresta / CE,CSA / AL,14/05/2023,19:00,Presidente Vargas / Fortaleza
028,Aparecidense / GO,Náutico / PE,13/05/2023,19:00,Anibal Batista de Toledo / Aparecida de Goiania
029,Manaus / AM,Altos / PI,14/05/2023,16:00,Arena da Amazônia / Manaus
030,Brusque / SC,Volta Redonda / RJ,14/05/2023,19:00,Augusto Bauer / Brusque
031,São José / RS,Remo / PA,22/05/2023,20:00,Francisco Novelletto Neto / Porto Alegre
032,Paysandu / PA,Manaus / AM,21/05/2023,19:00,Leônidas Sobré de Castro / Belem
033,Sao Bernardo / SP,Confiança / SE,20/05/2023,16:00,1º de Maio / Sao Bernardo do Campo
034,Náutico / PE,Floresta / CE,22/05/2023,20:00,Eládio de Barros Carvalho / Recife
035,Volta Redonda / RJ,América / RN,21/05/2023,19:00,Sylvio Raulino de Oliveira / Volta Redonda
036,CSA / AL,Brusque / SC,20/05/2023,19:00,Rei Pelé / Maceio
037,Botafogo / PB,Pouso Alegre / MG,20/05/2023,19:00,José Américo de Almeida Filho / Joao Pessoa
038,Altos / PI,Ypiranga / RS,20/05/2023,16:00,Lindolfo Monteiro / Teresina
039,Figueirense / SC,Aparecidense / GO,20/05/2023,16:30,Orlando Scarpelli / Florianopolis
040,Amazonas / AM,Operário / PR,21/05/2023,16:00,Carlos Zamith / Manaus
041,Ypiranga / RS,Manaus / AM,27/05/2023,16:30,Colosso da Lagoa / Erechim
042,Remo / PA,Confiança / SE,30/05/2023,20:00,Evandro Almeida / Belem
043,Operário / PR,Pouso Alegre / MG,28/05/2023,19:00,Germano Kruger / Ponta Grossa
044,Náutico / PE,América / RN,27/05/2023,19:00,Eládio de Barros Carvalho / Recife
045,Volta Redonda / RJ,Paysandu / PA,28/05/2023,19:00,Sylvio Raulino de Oliveira / Volta Redonda
046,CSA / AL,Sao Bernardo / SP,28/05/2023,16:30,Rei Pelé / Maceio
047,Floresta / CE,Amazonas / AM,29/05/2023,20:00,Presidente Vargas / Fortaleza
048,Aparecidense / GO,Altos / PI,29/05/2023,20:00,Anibal Batista de Toledo / Aparecida de Goiania
049,Figueirense / SC,Botafogo / PB,28/05/2023,16:30,Orlando Scarpelli / Florianopolis
050,Brusque / SC,São José / RS,27/05/2023,17:00,Augusto Bauer / Brusque
051,Ypiranga / RS,Aparecidense / GO,04/06/2023,19:00,Colosso da Lagoa / Erechim
052,Paysandu / PA,São José / RS,04/06/2023,16:30,Leônidas Sobré de Castro / Belem
053,Sao Bernardo / SP,Figueirense / SC,05/06/2023,20:00,1º de Maio / Sao Bernardo do Campo
054,América / RN,Operário / PR,02/06/2023,20:00,Manoel Dantas Barretto / Ceara-Mirim
055,Pouso Alegre / MG,Náutico / PE,03/06/2023,16:30,Irmão Gino Maria Rossi / Pouso Alegre
056,Confiança / SE,Amazonas / AM,04/06/2023,19:00,Lourival Baptista / Aracaju
057,Botafogo / PB,Floresta / CE,04/06/2023,16:30,José Américo de Almeida Filho / Joao Pessoa
058,Altos / PI,CSA / AL,03/06/2023,16:00,Lindolfo Monteiro / Teresina
059,Manaus / AM,Volta Redonda / RJ,03/06/2023,16:00,Ismael Benigno / Manaus
060,Brusque / SC,Remo / PA,03/06/2023,19:00,Augusto Bauer / Brusque
