Game,Home,Away,Date,Time,Stadium
001,Tombense / MG,São José / RS,20/04/2024,17:00,Antônio Guimarães de Almeida / Tombos
002,Confiança / SE,Londrina / PR,22/04/2024,20:00,Lourival Baptista / Aracaju
003,Náutico / PE,Sao Bernardo / SP,21/04/2024,16:30,Eládio de Barros Carvalho / Recife
004,Remo / PA,Volta Redonda / RJ,20/04/2024,17:00,Evandro Almeida / Belem
005,Caxias / RS,Athletic / MG,20/04/2024,19:30,Francisco Stédile / Caxias do Sul
006,Floresta / CE,Botafogo / PB,21/04/2024,19:00,Presidente Vargas / Fortaleza
007,Figueirense / SC,Ferroviário / CE,21/04/2024,16:30,Orlando Scarpelli / Florianopolis
008,Ypiranga / RS,CSA / AL,20/04/2024,19:30,Colosso da Lagoa / Erechim
009,Ferroviária / SP,ABC / RN,22/04/2024,20:00,Ademar Pereira de Barros / Araraquara
010,Aparecidense / GO,Sampaio Corrêa / MA,24/04/2024,20:00,Anibal Batista de Toledo / Aparecida de Goiania
011,Athletic / MG,Remo / PA,27/04/2024,19:30,Estádio Joaquim Portugal  / Sao Joao del Rei
012,CSA / AL,Ferroviária / SP,28/04/2024,16:30,Rei Pelé / Maceio
013,Ferroviário / CE,Aparecidense / GO,29/04/2024,20:00,Presidente Vargas / Fortaleza
014,Sampaio Corrêa / MA,Figueirense / SC,27/04/2024,17:00,Nhozinho Santos / Sao Luis
015,Londrina / PR,Ypiranga / RS,28/04/2024,16:30,Jacy Scaff / Londrina
016,ABC / RN,Náutico / PE,27/04/2024,17:00,Maria Lamas Farache / Natal
017,Volta Redonda / RJ,Floresta / CE,28/04/2024,19:30,Sylvio Raulino de Oliveira / Volta Redonda
018,São José / RS,Confiança / SE,29/04/2024,20:00,Francisco Novelletto Neto / Porto Alegre
019,Sao Bernardo / SP,Tombense / MG,27/04/2024,19:00,1º de Maio / Sao Bernardo do Campo
020,Botafogo / PB,Caxias / RS,28/04/2024,19:00,José Américo de Almeida Filho / Joao Pessoa
021,Athletic / MG,ABC / RN,05/05/2024,19:00,Estádio Joaquim Portugal  / Sao Joao del Rei
022,Confiança / SE,Tombense / MG,04/05/2024,17:00,Lourival Baptista / Aracaju
023,Náutico / PE,Ypiranga / RS,31/07/2024,19:00,Eládio de Barros Carvalho / Recife
024,Sampaio Corrêa / MA,Caxias / RS,12/06/2024,19:00,Governador João Castelo / Sao Luis
025,Londrina / PR,CSA / AL,06/05/2024,20:00,Jacy Scaff / Londrina
026,Floresta / CE,Ferroviária / SP,04/05/2024,19:30,Presidente Vargas / Fortaleza
027,Figueirense / SC,Aparecidense / GO,05/05/2024,16:30,Orlando Scarpelli / Florianopolis
028,São José / RS,Volta Redonda / RJ,29/05/2024,21:30,Francisco Novelletto Neto / Porto Alegre
029,Sao Bernardo / SP,Ferroviário / CE,06/05/2024,20:00,1º de Maio / Sao Bernardo do Campo
030,Botafogo / PB,Remo / PA,05/05/2024,16:30,José Américo de Almeida Filho / Joao Pessoa
031,Tombense / MG,Sampaio Corrêa / MA,11/05/2024,17:00,Antônio Guimarães de Almeida / Tombos
032,CSA / AL,Athletic / MG,12/05/2024,16:30,Rei Pelé / Maceio
033,Ferroviário / CE,São José / RS,19/06/2024,19:00,Presidente Vargas / Fortaleza
034,Remo / PA,Floresta / CE,12/05/2024,19:00,Evandro Almeida / Belem
035,Caxias / RS,Confiança / SE,31/07/2024,19:00,Francisco Stédile / Caxias do Sul
036,ABC / RN,Londrina / PR,11/05/2024,19:30,Maria Lamas Farache / Natal
037,Volta Redonda / RJ,Botafogo / PB,12/05/2024,19:00,Sylvio Raulino de Oliveira / Volta Redonda
038,Ypiranga / RS,Figueirense / SC,30/05/2024,16:00,Colosso da Lagoa / Erechim
039,Ferroviária / SP,Náutico / PE,12/05/2024,16:30,Ademar Pereira de Barros / Araraquara
040,Aparecidense / GO,Sao Bernardo / SP,13/05/2024,20:00,Anibal Batista de Toledo / Aparecida de Goiania
041,Athletic / MG,Aparecidense / GO,20/05/2024,20:00,Estádio Joaquim Portugal  / Sao Joao del Rei
042,CSA / AL,Sampaio Corrêa / MA,18/05/2024,17:00,Rei Pelé / Maceio
043,Ferroviário / CE,ABC / RN,19/05/2024,19:00,Presidente Vargas / Fortaleza
044,Remo / PA,Tombense / MG,19/05/2024,16:30,Evandro Almeida / Belem
045,Londrina / PR,Sao Bernardo / SP,19/05/2024,16:30,Jacy Scaff / Londrina
046,Floresta / CE,Figueirense / SC,20/05/2024,20:00,Presidente Vargas / Fortaleza
047,Volta Redonda / RJ,Náutico / PE,18/05/2024,17:00,Sylvio Raulino de Oliveira / Volta Redonda
048,Ypiranga / RS,Caxias / RS,07/08/2024,19:00,Colosso da Lagoa / Erechim
049,Ferroviária / SP,Confiança / SE,18/05/2024,19:30,Ademar Pereira de Barros / Araraquara
050,Botafogo / PB,São José / RS,17/07/2024,20:00,José Américo de Almeida Filho / Joao Pessoa
051,Tombense / MG,Caxias / RS,26/06/2024,18:00,Antônio Guimarães de Almeida / Tombos
052,Confiança / SE,ABC / RN,25/05/2024,17:00,Lourival Baptista / Aracaju
053,Náutico / PE,Remo / PA,25/05/2024,17:00,Eládio de Barros Carvalho / Recife
054,Sampaio Corrêa / MA,Botafogo / PB,25/05/2024,19:30,Governador João Castelo / Sao Luis
055,Londrina / PR,Volta Redonda / RJ,26/05/2024,19:00,Jacy Scaff / Londrina
056,Floresta / CE,Ferroviário / CE,28/05/2024,20:00,Presidente Vargas / Fortaleza
057,Figueirense / SC,Ferroviária / SP,26/05/2024,16:30,Orlando Scarpelli / Florianopolis
058,São José / RS,Athletic / MG,04/07/2024,20:00,Francisco Novelletto Neto / Porto Alegre
059,Sao Bernardo / SP,CSA / AL,26/05/2024,16:30,1º de Maio / Sao Bernardo do Campo
