Game,Home,Away,Date,Time,Stadium
003,Remo / PA,Flamengo / RJ,03/04/2013,22:00,Olímpico do Pará / Belém
004,Ceilândia / DF,Ceará / CE,03/04/2013,16:00,Mª de Lourdes Abadia / Ceilândia
005,Rio Branco / AC,Internacional / RS,03/04/2013,22:00,Arena da Floresta / Rio Branco
006,Guarani / CE,Santa Cruz / PE,03/04/2013,20:30,Mauro Castelo Branco Sampaio / Juazeiro do Norte
007,Cametá / PA,Atlético Goianiense / GO,10/04/2013,20:30,Orfelino Martins Valente / Cametá
008,Veranópolis / RS,Santo André / SP,03/04/2013,20:30,Antônio David Farina / Veranópolis
009,Vitória da Conquista / BA,Sport / PE,03/04/2013,22:00,Lomanto Júnior / Vitoria da Conquista
010,Parnahyba / PI,ABC / RN,11/04/2013,20:30,Governador Alberto Silva / Teresina
011,Nacional / AM,Águia de Marabá / PA,03/04/2013,21:30,Roberto Simonsen  / Manaus
012,Noroeste / SP,Criciúma / SC,03/04/2013,20:30,Alfredo de Castilho / Bauru
013,Águia Negra / MS,Red Bull Bragantino / SP,10/04/2013,22:00,Iliê Vidal / Rio Brilhante
014,Resende / RJ,Caxias / RS,03/04/2013,16:00,Municipal de Resende / Resende
015,Cianorte / PR,Grêmio Barueri / SP,03/04/2013,20:30,Albino Turbay / Cianorte
016,Brasil / RS,Athletico Paranaense / PR,03/04/2013,19:30,Bento da Silva Freitas / Pelotas
017,Bangu / RJ,Ipatinga / MG,03/04/2013,16:00,Guilherme da Silveira Filho / Rio de Janeiro
018,Sousa / PB,Coritiba / PR,01/05/2013,19:30,Antônio Mariz / Sousa
019,Itabaiana / SE,Ponte Preta / SP,04/04/2013,21:50,Etelvino Mendonça / Itabaiana
020,Campinense / PB,Sampaio Corrêa / MA,10/04/2013,20:30,Ernani Sátyro / Campina Grande
021,Volta Redonda / RJ,Avaí / SC,10/04/2013,20:30,Sylvio Raulino de Oliveira / Volta Redonda
022,Gurupi / TO,América / MG,10/04/2013,20:29,Gilberto Resende Rocha / Gurupi
023,Salgueiro / PE,Boa / MG,10/04/2013,20:30,Cornélio de Barros Muniz / Salgueiro
024,Sobradinho / DF,Botafogo / RJ,17/04/2013,19:30,Valmir Campelo Bezerra / Gama
025,Fast Clube / AM,CRB / AL,10/04/2013,21:30,Roberto Simonsen  / Manaus
026,Arapongas / PR,São Caetano / SP,10/04/2013,20:30,José Chiappin / Arapongas
027,CSA / AL,Cruzeiro / MG,10/04/2013,22:00,Rei Pelé / Maceió
028,Ji-paraná / RO,América / RN,10/04/2013,21:00,José de Abreu Bianco / Ji-Paraná
029,Naviraiense / MS,Portuguesa / SP,03/04/2013,22:00,Antônio Augusto dos Santos / Naviraí
030,São Raimundo / RR,Paysandu / PA,10/04/2013,21:00,Raimundo Ribeiro de Souza / Boa Vista
031,Flamengo / PI,Santos / SP,10/04/2013,22:00,Governador Alberto Silva / Teresina
032,Aracruz / ES,Joinville / SC,10/04/2013,20:30,Eugenio Bitti / Aracruz
033,Crac / GO,Náutico / PE,10/04/2013,22:00,Genervino Evangelista da Fonseca  / Catalão
034,Tupi / MG,Luverdense / MT,10/04/2013,20:30,Mário Helênio / Juiz de Fora
035,Luziânia / DF,Fortaleza / CE,10/04/2013,20:30,Zequinha Roriz / Luziania
036,Confiança / SE,Guarani / SP,10/04/2013,20:30,Lourival Baptista / Aracaju
037,Mixto / MT,Vitória / BA,10/04/2013,22:00,Eurico Gaspar Dutra / Cuiabá
038,Sao Bernardo / SP,Paraná / PR,11/04/2013,21:30,1º de Maio / Sao Bernardo do Campo
039,Maranhão / MA,Bahia / BA,11/04/2013,19:30,Governador João Castelo / Sao Luis
040,Santa Cruz / RN,ASA / AL,10/04/2013,20:30,Iberê Ferreira de Souza / Santa Cruz
041,Oratório / AP,Goiás / GO,10/04/2013,20:30,Glicério de Souza Marques / Macapá
042,Desportiva / ES,Figueirense / SC,10/04/2013,20:30,Alencar de Araripe / Cariacica
043,Ceará / CE,Ceilândia / DF,10/04/2013,22:00,Governador Plácido Aderaldo Castelo / Fortaleza
044,Santa Cruz / PE,Guarani / CE,10/04/2013,20:30,José do Rego Maciel / Recife
046,Águia de Marabá / PA,Nacional / AM,10/04/2013,20:30,Zinho Oliveira / Marabá
048,Flamengo / RJ,Remo / PA,17/04/2013,22:00,Sylvio Raulino de Oliveira / Volta Redonda
049,Sampaio Corrêa / MA,Campinense / PB,17/04/2013,20:30,Governador João Castelo / Sao Luis
050,Ipatinga / MG,Bangu / RJ,17/04/2013,20:30,Joaquim Henrique Nogueira / Sete Lagoas
052,Luverdense / MT,Tupi / MG,17/04/2013,22:00,Passo das Emas / Lucas do Rio Verde
053,Guarani / SP,Confiança / SE,17/04/2013,20:30,Major José Levy Sobrinho / Limeira
054,Fortaleza / CE,Luziânia / DF,17/04/2013,22:00,Governador Plácido Aderaldo Castelo / Fortaleza
056,Náutico / PE,Crac / GO,18/04/2013,20:30,Eládio de Barros Carvalho / Recife
057,ASA / AL,Santa Cruz / RN,25/04/2013,20:30,Coaracy da Mata Fonseca / Arapiraca
058,Avaí / SC,Volta Redonda / RJ,24/04/2013,19:30,Aderbal Ramos da Silva / Florianópolis
059,Paraná / PR,Sao Bernardo / SP,24/04/2013,19:30,Janguito Malucelli / Curitiba
061,CRB / AL,Fast Clube / AM,25/04/2013,20:30,Rei Pelé / Maceió
063,Botafogo / RJ,Sobradinho / DF,24/04/2013,19:30,Sylvio Raulino de Oliveira / Volta Redonda
065,América / MG,Gurupi / TO,17/04/2013,20:30,Raimundo Sampaio / Belo Horizonte
067,Santo André / SP,Veranópolis / RS,17/04/2013,15:00,Bruno José Daniel / Santo André
068,Sport / PE,Vitória da Conquista / BA,17/04/2013,22:00,Aldemar da Costa Carvalho / Recife
069,Vitória / BA,Mixto / MT,16/04/2013,19:30,Manoel Barradas / Salvador
070,Boa / MG,Salgueiro / PE,17/04/2013,20:30,Dilzon Luís de Melo / Varginha
071,Criciúma / SC,Noroeste / SP,17/04/2013,20:30,Heriberto Hulse / Criciuma
074,São Caetano / SP,Arapongas / PR,17/04/2013,20:30,Anacleto Campanella / Sao Caetano do Sul
075,Caxias / RS,Resende / RJ,18/04/2013,20:30,Francisco Stédile / Caxias do Sul
076,Grêmio Barueri / SP,Cianorte / PR,17/04/2013,20:30,Arena Barueri / Barueri
077,Athletico Paranaense / PR,Brasil / RS,17/04/2013,19:30,Janguito Malucelli / Curitiba
