Game,Home,Away,Date,Time,Stadium
001,Ponte Preta / SP,Paysandu / PA,14/04/2018,21:00,Moisés Lucarelli / Campinas
002,Oeste / SP,CRB / AL,13/04/2018,20:30,Arena Barueri / Barueri
003,Brasil / RS,São Bento / SP,14/04/2018,16:30,Bento da Silva Freitas / Pelotas
004,Figueirense / SC,Juventude / RS,13/04/2018,21:30,Orlando Scarpelli / Florianopolis
005,Fortaleza / CE,Guarani / SP,13/04/2018,19:15,Governador Plácido Aderaldo Castelo / Fortaleza
006,Vila Nova / GO,Avaí / SC,14/04/2018,16:30,Serra Dourada / Goiania
007,Atlético Goianiense / GO,Criciúma / SC,13/04/2018,20:30,Olímpico Pedro Ludovico / Goiania
008,CSA / AL,Goiás / GO,14/04/2018,16:30,Rei Pelé / Maceio
009,Londrina / PR,Boa / MG,14/04/2018,16:30,Jacy Scaff / Londrina
010,Sampaio Corrêa / MA,Coritiba / PR,14/04/2018,19:00,Governador João Castelo / Sao Luis
011,Guarani / SP,Sampaio Corrêa / MA,21/04/2018,16:30,Brinco de Ouro da Princesa / Campinas
012,São Bento / SP,CSA / AL,20/04/2018,20:30,Walter Ribeiro / Sorocaba
013,Juventude / RS,Oeste / SP,20/04/2018,19:15,Alfredo Jaconi / Caxias do Sul
014,Avaí / SC,Brasil / RS,21/04/2018,16:30,Aderbal Ramos da Silva / Florianopolis
015,Criciúma / SC,Ponte Preta / SP,21/04/2018,19:00,Heriberto Hulse / Criciuma
016,Goiás / GO,Figueirense / SC,21/04/2018,16:30,Serra Dourada / Goiania
017,Boa / MG,Fortaleza / CE,17/04/2018,19:15,Dilzon Luís de Melo / Varginha
018,CRB / AL,Vila Nova / GO,21/04/2018,16:30,Rei Pelé / Maceio
019,Coritiba / PR,Atlético Goianiense / GO,17/04/2018,21:30,Major Antônio Couto Pereira / Curitiba
020,Paysandu / PA,Londrina / PR,20/04/2018,21:30,Leônidas Sobré de Castro / Belem
021,Ponte Preta / SP,Londrina / PR,28/04/2018,19:00,Moisés Lucarelli / Campinas
022,São Bento / SP,Goiás / GO,28/04/2018,21:00,Walter Ribeiro / Sorocaba
023,Juventude / RS,Avaí / SC,28/04/2018,16:30,Alfredo Jaconi / Caxias do Sul
024,Figueirense / SC,Boa / MG,27/04/2018,19:15,Orlando Scarpelli / Florianopolis
025,Fortaleza / CE,CRB / AL,24/04/2018,21:30,Governador Plácido Aderaldo Castelo / Fortaleza
026,Vila Nova / GO,Sampaio Corrêa / MA,28/04/2018,16:30,Serra Dourada / Goiania
027,Atlético Goianiense / GO,Guarani / SP,24/04/2018,19:15,Olímpico Pedro Ludovico / Goiania
028,CSA / AL,Oeste / SP,27/04/2018,20:30,Rei Pelé / Maceio
029,Coritiba / PR,Criciúma / SC,27/04/2018,21:30,Major Antônio Couto Pereira / Curitiba
030,Paysandu / PA,Brasil / RS,28/04/2018,16:30,Leônidas Sobré de Castro / Belem
031,Guarani / SP,Ponte Preta / SP,05/05/2018,19:00,Brinco de Ouro da Princesa / Campinas
032,Oeste / SP,Coritiba / PR,04/05/2018,21:30,Arena Barueri / Barueri
033,Brasil / RS,Figueirense / SC,01/05/2018,16:30,Bento da Silva Freitas / Pelotas
034,Avaí / SC,São Bento / SP,05/05/2018,16:30,Aderbal Ramos da Silva / Florianopolis
035,Criciúma / SC,CSA / AL,01/05/2018,16:00,Heriberto Hulse / Criciuma
036,Goiás / GO,Vila Nova / GO,05/05/2018,16:30,Serra Dourada / Goiania
037,Boa / MG,Juventude / RS,01/05/2018,16:00,Dilzon Luís de Melo / Varginha
038,CRB / AL,Atlético Goianiense / GO,04/05/2018,20:30,Rei Pelé / Maceio
039,Londrina / PR,Fortaleza / CE,01/05/2018,16:30,Jacy Scaff / Londrina
040,Sampaio Corrêa / MA,Paysandu / PA,04/05/2018,19:15,Governador João Castelo / Sao Luis
041,Guarani / SP,Criciúma / SC,08/05/2018,19:15,Brinco de Ouro da Princesa / Campinas
042,São Bento / SP,Oeste / SP,12/05/2018,16:30,Walter Ribeiro / Sorocaba
043,Juventude / RS,Paysandu / PA,11/05/2018,19:15,Alfredo Jaconi / Caxias do Sul
044,Figueirense / SC,Avaí / SC,12/05/2018,16:30,Orlando Scarpelli / Florianopolis
045,Fortaleza / CE,Goiás / GO,12/05/2018,19:00,Governador Plácido Aderaldo Castelo / Fortaleza
046,Vila Nova / GO,Ponte Preta / SP,13/05/2018,16:00,Serra Dourada / Goiania
047,Atlético Goianiense / GO,Londrina / PR,11/05/2018,21:30,Olímpico Pedro Ludovico / Goiania
048,CSA / AL,Boa / MG,12/05/2018,16:30,Rei Pelé / Maceio
049,Coritiba / PR,Brasil / RS,08/05/2018,21:30,Major Antônio Couto Pereira / Curitiba
050,Sampaio Corrêa / MA,CRB / AL,07/05/2018,20:30,Governador João Castelo / Sao Luis
051,Ponte Preta / SP,Atlético Goianiense / GO,19/05/2018,16:30,Nabi Abi Chedid / Braganca Paulista
052,Oeste / SP,Vila Nova / GO,19/05/2018,16:30,Arena Barueri / Barueri
053,Brasil / RS,Sampaio Corrêa / MA,19/05/2018,21:00,Bento da Silva Freitas / Pelotas
054,Figueirense / SC,Fortaleza / CE,18/05/2018,21:30,Orlando Scarpelli / Florianopolis
055,Criciúma / SC,Juventude / RS,15/05/2018,21:30,Heriberto Hulse / Criciuma
056,Goiás / GO,Guarani / SP,18/05/2018,19:15,Serra Dourada / Goiania
057,Boa / MG,Coritiba / PR,19/05/2018,19:00,Dilzon Luís de Melo / Varginha
058,CRB / AL,Avaí / SC,15/05/2018,19:15,Rei Pelé / Maceio
059,Londrina / PR,CSA / AL,19/05/2018,16:30,Jacy Scaff / Londrina
060,Paysandu / PA,São Bento / SP,19/05/2018,16:30,Leônidas Sobré de Castro / Belem
061,Guarani / SP,CRB / AL,26/05/2018,21:00,Brinco de Ouro da Princesa / Campinas
062,São Bento / SP,Juventude / RS,26/05/2018,16:30,Walter Ribeiro / Sorocaba
063,Brasil / RS,Londrina / PR,26/05/2018,16:30,Bento da Silva Freitas / Pelotas
064,Avaí / SC,Paysandu / PA,25/05/2018,19:15,Aderbal Ramos da Silva / Florianopolis
065,Fortaleza / CE,Criciúma / SC,22/05/2018,21:30,Governador Plácido Aderaldo Castelo / Fortaleza
066,Goiás / GO,Boa / MG,26/05/2018,16:30,Serra Dourada / Goiania
067,Atlético Goianiense / GO,Oeste / SP,25/05/2018,19:15,Olímpico Pedro Ludovico / Goiania
068,CSA / AL,Figueirense / SC,22/05/2018,19:15,Rei Pelé / Maceio
069,Coritiba / PR,Vila Nova / GO,25/05/2018,21:30,Major Antônio Couto Pereira / Curitiba
070,Sampaio Corrêa / MA,Ponte Preta / SP,28/05/2018,20:00,Governador João Castelo / Sao Luis
071,Ponte Preta / SP,Oeste / SP,02/06/2018,19:00,Moisés Lucarelli / Campinas
072,São Bento / SP,Figueirense / SC,29/05/2018,19:15,Walter Ribeiro / Sorocaba
073,Juventude / RS,Guarani / SP,01/06/2018,19:15,Alfredo Jaconi / Caxias do Sul
074,Avaí / SC,Criciúma / SC,01/06/2018,21:30,Aderbal Ramos da Silva / Florianopolis
075,Fortaleza / CE,Sampaio Corrêa / MA,02/06/2018,16:30,Governador Plácido Aderaldo Castelo / Fortaleza
076,Vila Nova / GO,CSA / AL,01/06/2018,20:30,Serra Dourada / Goiania
077,Atlético Goianiense / GO,Goiás / GO,02/06/2018,16:30,Olímpico Pedro Ludovico / Goiania
078,CRB / AL,Brasil / RS,02/06/2018,16:30,Rei Pelé / Maceio
079,Londrina / PR,Coritiba / PR,29/05/2018,21:30,Jacy Scaff / Londrina
080,Paysandu / PA,Boa / MG,01/06/2018,21:30,Leônidas Sobré de Castro / Belem
081,Ponte Preta / SP,Goiás / GO,05/06/2018,21:30,Moisés Lucarelli / Campinas
082,Oeste / SP,Brasil / RS,05/06/2018,21:30,Arena Barueri / Barueri
083,Juventude / RS,Atlético Goianiense / GO,05/06/2018,19:15,Alfredo Jaconi / Caxias do Sul
084,Figueirense / SC,Londrina / PR,05/06/2018,19:15,Orlando Scarpelli / Florianopolis
085,Criciúma / SC,Paysandu / PA,05/06/2018,19:15,Heriberto Hulse / Criciuma
086,Vila Nova / GO,Fortaleza / CE,05/06/2018,21:30,Serra Dourada / Goiania
087,Boa / MG,São Bento / SP,05/06/2018,20:30,Dilzon Luís de Melo / Varginha
088,CSA / AL,Guarani / SP,05/06/2018,20:30,Rei Pelé / Maceio
089,Coritiba / PR,CRB / AL,05/06/2018,19:15,Major Antônio Couto Pereira / Curitiba
090,Sampaio Corrêa / MA,Avaí / SC,05/06/2018,20:30,Governador João Castelo / Sao Luis
091,Guarani / SP,Vila Nova / GO,09/06/2018,16:30,Brinco de Ouro da Princesa / Campinas
092,São Bento / SP,Fortaleza / CE,09/06/2018,16:30,Walter Ribeiro / Sorocaba
093,Brasil / RS,Ponte Preta / SP,09/06/2018,21:00,Bento da Silva Freitas / Pelotas
094,Avaí / SC,Coritiba / PR,08/06/2018,21:30,Aderbal Ramos da Silva / Florianopolis
095,Criciúma / SC,Boa / MG,09/06/2018,16:30,Heriberto Hulse / Criciuma
096,Goiás / GO,Paysandu / PA,08/06/2018,20:30,Olímpico Pedro Ludovico / Goiania
097,Atlético Goianiense / GO,Figueirense / SC,09/06/2018,19:00,Olímpico Pedro Ludovico / Goiania
098,CSA / AL,CRB / AL,09/06/2018,16:30,Rei Pelé / Maceio
099,Londrina / PR,Juventude / RS,08/06/2018,19:15,Jacy Scaff / Londrina
100,Sampaio Corrêa / MA,Oeste / SP,09/06/2018,16:30,Governador João Castelo / Sao Luis
101,Guarani / SP,São Bento / SP,14/06/2018,21:00,Brinco de Ouro da Princesa / Campinas
102,Oeste / SP,Criciúma / SC,16/06/2018,19:00,Arena Barueri / Barueri
103,Juventude / RS,Coritiba / PR,11/06/2018,18:00,Alfredo Jaconi / Caxias do Sul
104,Figueirense / SC,Sampaio Corrêa / MA,12/06/2018,20:30,Orlando Scarpelli / Florianopolis
105,Fortaleza / CE,Brasil / RS,15/06/2018,19:15,Governador Plácido Aderaldo Castelo / Fortaleza
106,Vila Nova / GO,Atlético Goianiense / GO,16/06/2018,18:30,Serra Dourada / Goiania
107,Boa / MG,Avaí / SC,15/06/2018,20:30,Dilzon Luís de Melo / Varginha
108,CRB / AL,Ponte Preta / SP,15/06/2018,21:30,Rei Pelé / Maceio
109,Londrina / PR,Goiás / GO,12/06/2018,18:00,Jacy Scaff / Londrina
110,Paysandu / PA,CSA / AL,16/06/2018,21:00,Leônidas Sobré de Castro / Belem
111,Ponte Preta / SP,CSA / AL,19/06/2018,19:15,Moisés Lucarelli / Campinas
112,São Bento / SP,Londrina / PR,23/06/2018,19:00,Walter Ribeiro / Sorocaba
113,Brasil / RS,Criciúma / SC,21/06/2018,19:15,Bento da Silva Freitas / Pelotas
114,Avaí / SC,Guarani / SP,19/06/2018,21:30,Aderbal Ramos da Silva / Florianopolis
115,Fortaleza / CE,Oeste / SP,23/06/2018,19:00,Governador Plácido Aderaldo Castelo / Fortaleza
116,Goiás / GO,Juventude / RS,21/06/2018,21:30,Serra Dourada / Goiania
117,Boa / MG,Vila Nova / GO,23/06/2018,19:00,Dilzon Luís de Melo / Varginha
118,CRB / AL,Paysandu / PA,23/06/2018,21:00,Rei Pelé / Maceio
119,Coritiba / PR,Figueirense / SC,23/06/2018,18:30,Major Antônio Couto Pereira / Curitiba
120,Sampaio Corrêa / MA,Atlético Goianiense / GO,23/06/2018,19:00,Governador João Castelo / Sao Luis
121,Guarani / SP,Boa / MG,29/06/2018,21:30,Brinco de Ouro da Princesa / Campinas
122,Oeste / SP,Avaí / SC,26/06/2018,20:30,Arena Barueri / Barueri
123,Juventude / RS,Vila Nova / GO,26/06/2018,19:15,Alfredo Jaconi / Caxias do Sul
124,Figueirense / SC,Ponte Preta / SP,30/06/2018,18:00,Orlando Scarpelli / Florianopolis
125,Criciúma / SC,São Bento / SP,30/06/2018,18:00,Heriberto Hulse / Criciuma
126,Goiás / GO,CRB / AL,26/06/2018,21:30,Olímpico Pedro Ludovico / Goiania
127,Atlético Goianiense / GO,Brasil / RS,29/06/2018,19:15,Olímpico Pedro Ludovico / Goiania
128,CSA / AL,Coritiba / PR,29/06/2018,18:00,Rei Pelé / Maceio
129,Londrina / PR,Sampaio Corrêa / MA,01/07/2018,18:00,Jacy Scaff / Londrina
130,Paysandu / PA,Fortaleza / CE,30/06/2018,20:30,Olímpico do Pará / Belem
131,Ponte Preta / SP,Fortaleza / CE,08/07/2018,18:00,Moisés Lucarelli / Campinas
132,Oeste / SP,Guarani / SP,05/07/2018,18:00,Arena Barueri / Barueri
133,Brasil / RS,CSA / AL,05/07/2018,20:30,Bento da Silva Freitas / Pelotas
134,Avaí / SC,Goiás / GO,04/07/2018,20:30,Aderbal Ramos da Silva / Florianopolis
135,Criciúma / SC,Figueirense / SC,05/07/2018,21:00,Heriberto Hulse / Criciuma
136,Vila Nova / GO,Londrina / PR,05/07/2018,20:30,Serra Dourada / Goiania
137,Atlético Goianiense / GO,Boa / MG,04/07/2018,20:30,Olímpico Pedro Ludovico / Goiania
138,CRB / AL,São Bento / SP,04/07/2018,20:30,Rei Pelé / Maceio
139,Coritiba / PR,Paysandu / PA,04/07/2018,18:00,Major Antônio Couto Pereira / Curitiba
140,Sampaio Corrêa / MA,Juventude / RS,17/07/2018,20:30,Governador João Castelo / Sao Luis
141,Guarani / SP,Coritiba / PR,09/07/2018,18:00,Brinco de Ouro da Princesa / Campinas
142,São Bento / SP,Ponte Preta / SP,14/07/2018,18:00,Walter Ribeiro / Sorocaba
143,Brasil / RS,Juventude / RS,13/07/2018,18:00,Bento da Silva Freitas / Pelotas
144,Figueirense / SC,Oeste / SP,09/07/2018,20:30,Orlando Scarpelli / Florianopolis
145,Fortaleza / CE,Atlético Goianiense / GO,14/07/2018,16:00,Governador Plácido Aderaldo Castelo / Fortaleza
146,Goiás / GO,Criciúma / SC,13/07/2018,20:30,Olímpico Pedro Ludovico / Goiania
147,Boa / MG,CRB / AL,13/07/2018,20:30,Dilzon Luís de Melo / Varginha
148,CSA / AL,Sampaio Corrêa / MA,13/07/2018,21:30,Rei Pelé / Maceio
149,Londrina / PR,Avaí / SC,12/07/2018,18:00,Jacy Scaff / Londrina
150,Paysandu / PA,Vila Nova / GO,12/07/2018,20:30,Leônidas Sobré de Castro / Belem
151,Guarani / SP,Figueirense / SC,17/07/2018,21:30,Brinco de Ouro da Princesa / Campinas
152,Oeste / SP,Paysandu / PA,21/07/2018,19:00,Arena Barueri / Barueri
153,Juventude / RS,CRB / AL,21/07/2018,16:30,Alfredo Jaconi / Caxias do Sul
154,Avaí / SC,Atlético Goianiense / GO,17/07/2018,19:15,Aderbal Ramos da Silva / Florianopolis
155,Criciúma / SC,Londrina / PR,20/07/2018,19:15,Heriberto Hulse / Criciuma
156,Vila Nova / GO,Brasil / RS,17/07/2018,20:30,Serra Dourada / Goiania
157,Boa / MG,Ponte Preta / SP,21/07/2018,19:00,Dilzon Luís de Melo / Varginha
158,CSA / AL,Fortaleza / CE,20/07/2018,21:30,Rei Pelé / Maceio
159,Coritiba / PR,São Bento / SP,21/07/2018,16:30,Major Antônio Couto Pereira / Curitiba
160,Sampaio Corrêa / MA,Goiás / GO,20/07/2018,20:30,Governador João Castelo / Sao Luis
161,Ponte Preta / SP,Juventude / RS,24/07/2018,20:30,Ademar Pereira de Barros / Araraquara
162,São Bento / SP,Sampaio Corrêa / MA,24/07/2018,21:30,Walter Ribeiro / Sorocaba
163,Brasil / RS,Boa / MG,24/07/2018,19:15,Bento da Silva Freitas / Pelotas
164,Figueirense / SC,Vila Nova / GO,24/07/2018,19:15,Orlando Scarpelli / Florianopolis
165,Fortaleza / CE,Avaí / SC,24/07/2018,21:30,Governador Plácido Aderaldo Castelo / Fortaleza
166,Goiás / GO,Coritiba / PR,24/07/2018,19:15,Olímpico Pedro Ludovico / Goiania
167,Atlético Goianiense / GO,CSA / AL,23/07/2018,20:00,Olímpico Pedro Ludovico / Goiania
168,CRB / AL,Criciúma / SC,24/07/2018,20:30,Rei Pelé / Maceio
169,Londrina / PR,Oeste / SP,24/07/2018,19:15,Jacy Scaff / Londrina
170,Paysandu / PA,Guarani / SP,24/07/2018,20:30,Leônidas Sobré de Castro / Belem
171,Guarani / SP,Brasil / RS,28/07/2018,16:30,Brinco de Ouro da Princesa / Campinas
172,São Bento / SP,Atlético Goianiense / GO,28/07/2018,16:30,Walter Ribeiro / Sorocaba
173,Juventude / RS,Fortaleza / CE,28/07/2018,16:30,Alfredo Jaconi / Caxias do Sul
