Game,Home,Away,Date,Time,Stadium
001,Plácido de Castro / AC,Paragominas / PA,01/06/2013,18:00,Antonio Aquino Lopes / Rio Branco
002,Nautico / RR,Nacional / AM,01/06/2013,17:00,Raimundo Ribeiro de Souza / Boa Vista
003,Paragominas / PA,Genus / RO,08/06/2013,19:30,Arena Verde / Paragominas
004,Nacional / AM,Plácido de Castro / AC,09/06/2013,19:30,Roberto Simonsen / Manaus
005,Plácido de Castro / AC,Nautico / RR,07/07/2013,18:00,Antonio Aquino Lopes / Rio Branco
006,Genus / RO,Nacional / AM,31/07/2013,21:00,Aluízio Ferreira / Porto Velho/RO
007,Paragominas / PA,Nautico / RR,14/07/2013,16:00,Arena Verde / Paragominas
008,Genus / RO,Plácido de Castro / AC,18/07/2013,21:00,Aluízio Ferreira / Porto Velho/RO
009,Nautico / RR,Genus / RO,21/07/2013,17:00,Raimundo Ribeiro de Souza / Boa Vista
010,Nacional / AM,Paragominas / PA,21/07/2013,17:00,Roberto Simonsen / Manaus
011,Nautico / RR,Paragominas / PA,28/07/2013,17:00,Raimundo Ribeiro de Souza / Boa Vista
012,Plácido de Castro / AC,Genus / RO,28/07/2013,18:00,Antonio Aquino Lopes / Rio Branco
013,Paragominas / PA,Nacional / AM,04/08/2013,17:30,Arena Verde / Paragominas
014,Genus / RO,Nautico / RR,04/08/2013,19:00,Aluízio Ferreira / Porto Velho/RO
015,Nautico / RR,Plácido de Castro / AC,11/08/2013,17:00,Raimundo Ribeiro de Souza / Boa Vista
016,Nacional / AM,Genus / RO,11/08/2013,18:00,Roberto Simonsen / Manaus
017,Genus / RO,Paragominas / PA,18/08/2013,19:00,Aluízio Ferreira / Porto Velho/RO
018,Plácido de Castro / AC,Nacional / AM,17/08/2013,18:00,Antonio Aquino Lopes / Rio Branco
019,Paragominas / PA,Plácido de Castro / AC,25/08/2013,17:00,Arena Verde / Paragominas
020,Nacional / AM,Nautico / RR,25/08/2013,17:00,Roberto Simonsen / Manaus
021,Salgueiro / PE,Parnahyba / PI,02/06/2013,18:30,Cornélio de Barros / Salgueiro
022,Gurupi / TO,Maranhão / MA,02/06/2013,18:30,Gilberto Resende Rocha / Gurupi
023,Parnahyba / PI,Ypiranga / AP,08/06/2013,18:00,Dirceu Arcoverde / Parnaíba
024,Maranhão / MA,Salgueiro / PE,09/06/2013,18:30,Municipal Nhozinho Santos / São Luis
025,Salgueiro / PE,Gurupi / TO,07/07/2013,16:00,Cornélio de Barros / Salgueiro
026,Ypiranga / AP,Maranhão / MA,07/07/2013,16:00,Municipal Glicério de Souza Marques / Macapá
027,Parnahyba / PI,Gurupi / TO,14/07/2013,16:00,Dirceu Arcoverde / Parnaíba
028,Ypiranga / AP,Salgueiro / PE,14/07/2013,16:00,Municipal Glicério de Souza Marques / Macapá
029,Gurupi / TO,Ypiranga / AP,22/07/2013,20:15,Gilberto Resende Rocha / Gurupi
030,Maranhão / MA,Parnahyba / PI,20/07/2013,18:30,Municipal Nhozinho Santos / São Luis
031,Gurupi / TO,Parnahyba / PI,28/07/2013,19:00,Gilberto Resende Rocha / Gurupi
032,Salgueiro / PE,Ypiranga / AP,28/07/2013,16:00,Cornélio de Barros / Salgueiro
033,Parnahyba / PI,Maranhão / MA,04/08/2013,16:00,Dirceu Arcoverde / Parnaíba
034,Ypiranga / AP,Gurupi / TO,04/08/2013,18:00,Municipal Glicério de Souza Marques / Macapá
035,Gurupi / TO,Salgueiro / PE,11/08/2013,19:00,Gilberto Resende Rocha / Gurupi
036,Maranhão / MA,Ypiranga / AP,10/08/2013,18:30,Estádio Governador João Castelo / São Luis
037,Ypiranga / AP,Parnahyba / PI,18/08/2013,18:00,Municipal Glicério de Souza Marques / Macapá
038,Salgueiro / PE,Maranhão / MA,18/08/2013,16:00,Cornélio de Barros / Salgueiro
039,Parnahyba / PI,Salgueiro / PE,25/08/2013,16:00,Dirceu Arcoverde / Parnaíba
040,Maranhão / MA,Gurupi / TO,25/08/2013,16:00,Municipal Nhozinho Santos / São Luis
041,Tiradentes / CE,Central / PE,01/06/2013,16:00,Estádio Alcides Santos / Fortaleza
042,Ypiranga / PE,Guarany / CE,01/06/2013,16:00,Otávio Limeira Alves / Santa Cruz do Capibaribe
043,Central / PE,Potiguar / RN,08/06/2013,16:00,Luiz José de Lacerda / Caruaru
044,Guarany / CE,Tiradentes / CE,08/06/2013,16:00,Perilo Teixeira / Itapipoca
045,Tiradentes / CE,Ypiranga / PE,07/07/2013,16:00,Presidente Vargas / Fortaleza
046,Potiguar / RN,Guarany / CE,07/07/2013,16:00,Leonardo Nogueira / Mossoró
047,Central / PE,Ypiranga / PE,14/07/2013,16:00,Luiz José de Lacerda / Caruaru
048,Potiguar / RN,Tiradentes / CE,14/07/2013,17:00,Leonardo Nogueira / Mossoró
049,Ypiranga / PE,Potiguar / RN,21/07/2013,16:00,Otávio Limeira Alves / Santa Cruz do Capibaribe
050,Guarany / CE,Central / PE,20/07/2013,16:00,Estádio Plácido Aderaldo Castelo / Sobral
051,Ypiranga / PE,Central / PE,28/07/2013,16:00,Otávio Limeira Alves / Santa Cruz do Capibaribe
052,Tiradentes / CE,Potiguar / RN,28/07/2013,16:00,Presidente Vargas / Fortaleza
053,Central / PE,Guarany / CE,04/08/2013,16:00,Luiz José de Lacerda / Caruaru
054,Potiguar / RN,Ypiranga / PE,03/08/2013,17:00,Leonardo Nogueira / Mossoró
055,Ypiranga / PE,Tiradentes / CE,11/08/2013,16:00,Otávio Limeira Alves / Santa Cruz do Capibaribe
056,Guarany / CE,Potiguar / RN,11/08/2013,16:00,Estádio Plácido Aderaldo Castelo / Sobral
057,Potiguar / RN,Central / PE,18/08/2013,17:00,Leonardo Nogueira / Mossoró
058,Tiradentes / CE,Guarany / CE,17/08/2013,16:00,Presidente Vargas / Fortaleza
059,Central / PE,Tiradentes / CE,25/08/2013,16:00,Luiz José de Lacerda / Caruaru
060,Guarany / CE,Ypiranga / PE,25/08/2013,16:00,Estádio Plácido Aderaldo Castelo / Sobral
061,Sergipe / SE,Vitória da Conquista / BA,01/06/2013,16:00,Estadual Lourival Baptista / Aracaju
062,Juazeirense / BA,Botafogo / PB,05/06/2013,20:30,Adauto Moraes / Juazeiro
063,Vitória da Conquista / BA,CSA / AL,08/06/2013,16:00,Lomanto Junior / V. Conquista
064,Botafogo / PB,Sergipe / SE,08/06/2013,16:00,Estádio José Américo de Almeida Filho / João Pessoa
065,Sergipe / SE,Juazeirense / BA,07/07/2013,16:00,Fernando França / Carmópolis
066,CSA / AL,Botafogo / PB,07/07/2013,16:00,Estádio Rei Pelé / Maceió
067,Vitória da Conquista / BA,Juazeirense / BA,14/07/2013,16:00,Lomanto Junior / V. Conquista
068,CSA / AL,Sergipe / SE,13/07/2013,17:00,Estádio Rei Pelé / Maceió
069,Juazeirense / BA,CSA / AL,21/07/2013,16:00,Adauto Moraes / Juazeiro
070,Botafogo / PB,Vitória da Conquista / BA,21/07/2013,16:00,Estádio José Américo de Almeida Filho / João Pessoa
071,Juazeirense / BA,Vitória da Conquista / BA,28/07/2013,16:00,Adauto Moraes / Juazeiro
072,Sergipe / SE,CSA / AL,28/07/2013,16:00,Fernando França / Carmópolis
073,Vitória da Conquista / BA,Botafogo / PB,04/08/2013,16:00,Lomanto Junior / V. Conquista
074,CSA / AL,Juazeirense / BA,04/08/2013,17:00,Estádio Rei Pelé / Maceió
075,Juazeirense / BA,Sergipe / SE,11/08/2013,16:00,Adauto Moraes / Juazeiro
076,Botafogo / PB,CSA / AL,11/08/2013,16:00,Estádio José Américo de Almeida Filho / João Pessoa
077,CSA / AL,Vitória da Conquista / BA,17/08/2013,17:00,Estádio Rei Pelé / Maceió
078,Sergipe / SE,Botafogo / PB,18/08/2013,16:00,Presidente Médici / Itabaiana
079,Vitória da Conquista / BA,Sergipe / SE,25/08/2013,16:00,Lomanto Junior / V. Conquista
080,Botafogo / PB,Juazeirense / BA,25/08/2013,16:00,Estádio José Américo de Almeida Filho / João Pessoa
081,Mixto / MT,Aparecidense / GO,02/06/2013,18:30,Presidente Dutra / Cuiabá
082,Goianesia / GO,Águia Negra / MS,02/06/2013,18:30,Valdeir de Oliveira / Goianésia
083,Aparecidense / GO,Brasília / DF,08/06/2013,16:00,Anibal Batista de Toledo / Aparecida
084,Águia Negra / MS,Mixto / MT,08/06/2013,20:00,Ninho da Águia / Rio Brilhante
085,Mixto / MT,Goianesia / GO,07/07/2013,16:00,Presidente Dutra / Cuiabá
086,Brasília / DF,Águia Negra / MS,07/07/2013,16:00,Valmir Campelo Bezerra  / Gama
087,Aparecidense / GO,Goianesia / GO,13/07/2013,16:00,Anibal Batista de Toledo / Aparecida
088,Brasília / DF,Mixto / MT,14/07/2013,16:00,Valmir Campelo Bezerra  / Gama
089,Goianesia / GO,Brasília / DF,21/07/2013,16:00,Valdeir de Oliveira / Goianésia
090,Águia Negra / MS,Aparecidense / GO,21/07/2013,18:00,Ninho da Águia / Rio Brilhante
091,Goianesia / GO,Aparecidense / GO,28/07/2013,16:00,Valdeir de Oliveira / Goianésia
092,Mixto / MT,Brasília / DF,27/07/2013,16:00,Presidente Dutra / Cuiabá
093,Aparecidense / GO,Águia Negra / MS,03/08/2013,16:00,Anibal Batista de Toledo / Aparecida
094,Brasília / DF,Goianesia / GO,03/08/2013,16:00,Valmir Campelo Bezerra  / Gama
095,Goianesia / GO,Mixto / MT,11/08/2013,16:00,Valdeir de Oliveira / Goianésia
096,Águia Negra / MS,Brasília / DF,11/08/2013,18:00,Ninho da Águia / Rio Brilhante
097,Brasília / DF,Aparecidense / GO,18/08/2013,16:00,Valmir Campelo Bezerra  / Gama
098,Mixto / MT,Águia Negra / MS,17/08/2013,17:00,Presidente Dutra / Cuiabá
099,Aparecidense / GO,Mixto / MT,24/08/2013,16:00,Anibal Batista de Toledo / Aparecida
100,Águia Negra / MS,Goianesia / GO,25/08/2013,16:00,Ninho da Águia / Rio Brilhante
101,Araxá / MG,Nova Iguaçu / RJ,01/06/2013,16:00,Fausto Alvim / Araxá
102,Aracruz / ES,Tupi / MG,01/06/2013,15:00,Estádio Eugênio Antônio Bitti / Aracruz
103,Nova Iguaçu / RJ,Resende / RJ,08/06/2013,15:00,Jânio Moraes / Nova Iguaçu
104,Tupi / MG,Araxá / MG,08/06/2013,16:00,Mário Helênio / Juiz de Fora
105,Araxá / MG,Aracruz / ES,07/07/2013,16:00,Fausto Alvim / Araxá
106,Resende / RJ,Tupi / MG,07/07/2013,15:00,Do Trabalhador / Resende
107,Nova Iguaçu / RJ,Aracruz / ES,14/07/2013,15:00,Jânio Moraes / Nova Iguaçu
108,Resende / RJ,Araxá / MG,14/07/2013,15:00,Do Trabalhador / Resende
109,Aracruz / ES,Resende / RJ,20/07/2013,15:00,Estádio Eugênio Antônio Bitti / Aracruz
110,Tupi / MG,Nova Iguaçu / RJ,20/07/2013,16:00,Mário Helênio / Juiz de Fora
111,Aracruz / ES,Nova Iguaçu / RJ,27/07/2013,15:00,Estádio Eugênio Antônio Bitti / Aracruz
112,Araxá / MG,Resende / RJ,27/07/2013,16:00,Fausto Alvim / Araxá
113,Nova Iguaçu / RJ,Tupi / MG,04/08/2013,15:00,Jânio Moraes / Nova Iguaçu
114,Resende / RJ,Aracruz / ES,03/08/2013,15:00,Do Trabalhador / Resende
115,Aracruz / ES,Araxá / MG,10/08/2013,15:00,Estádio Eugênio Antônio Bitti / Aracruz
116,Tupi / MG,Resende / RJ,10/08/2013,16:00,Mário Helênio / Juiz de Fora
117,Resende / RJ,Nova Iguaçu / RJ,17/08/2013,15:00,Do Trabalhador / Resende
118,Araxá / MG,Tupi / MG,17/08/2013,16:00,Fausto Alvim / Araxá
119,Nova Iguaçu / RJ,Araxá / MG,25/08/2013,15:00,Jânio Moraes / Nova Iguaçu
120,Tupi / MG,Aracruz / ES,24/08/2013,16:00,Mário Helênio / Juiz de Fora
121,Marcílio Dias / SC,Santo André / SP,01/06/2013,17:00,Estádio Hercílio Luz / Itajaí
122,Penapolense / SP,Juventude / RS,01/06/2013,16:00,Tenente Carriço / Penápolis
123,Santo André / SP,Villa Nova / MG,08/06/2013,15:00,Estádio Municipal Bruno José Daniel / Santo André
124,Juventude / RS,Marcílio Dias / SC,12/06/2013,20:30,Estádio Alfredo Jaconi / Caxias do Sul
125,Marcílio Dias / SC,Penapolense / SP,07/07/2013,16:00,Estádio Hercílio Luz / Itajaí
126,Villa Nova / MG,Juventude / RS,06/07/2013,16:00,Castor Cifuentes / Nova Lima
127,Santo André / SP,Penapolense / SP,13/07/2013,15:00,Estádio Municipal Bruno José Daniel / Santo André
128,Villa Nova / MG,Marcílio Dias / SC,13/07/2013,16:00,Castor Cifuentes / Nova Lima
129,Penapolense / SP,Villa Nova / MG,20/07/2013,18:30,Tenente Carriço / Penápolis
130,Juventude / RS,Santo André / SP,20/07/2013,16:00,Estádio Alfredo Jaconi / Caxias do Sul
131,Penapolense / SP,Santo André / SP,27/07/2013,18:30,Tenente Carriço / Penápolis
132,Marcílio Dias / SC,Villa Nova / MG,28/07/2013,16:00,Estádio Hercílio Luz / Itajaí
133,Santo André / SP,Juventude / RS,03/08/2013,15:00,Estádio Municipal Bruno José Daniel / Santo André
134,Villa Nova / MG,Penapolense / SP,03/08/2013,16:00,Castor Cifuentes / Nova Lima
135,Penapolense / SP,Marcílio Dias / SC,10/08/2013,18:30,Tenente Carriço / Penápolis
136,Juventude / RS,Villa Nova / MG,11/08/2013,15:30,Estádio Alfredo Jaconi / Caxias do Sul
137,Villa Nova / MG,Santo André / SP,17/08/2013,16:00,Castor Cifuentes / Nova Lima
138,Marcílio Dias / SC,Juventude / RS,18/08/2013,16:00,Estádio Hercílio Luz / Itajaí
139,Santo André / SP,Marcílio Dias / SC,25/08/2013,15:00,Estádio Municipal Bruno José Daniel / Santo André
140,Juventude / RS,Penapolense / SP,25/08/2013,15:00,Estádio Alfredo Jaconi / Caxias do Sul
141,Lajeadense / RS,J. Malucelli / PR,01/06/2013,16:00,Estádio Alviazul / Lajeado
142,Botafogo / SP,Metropolitano / SC,01/06/2013,17:00,Estádio Santa Cruz / Ribeirão Preto
143,J. Malucelli / PR,Londrina / PR,08/06/2013,16:00,Estádio Janguito Malucelli / Curitiba
144,Metropolitano / SC,Lajeadense / RS,09/06/2013,18:30,Complexo Esportivo SESI / Blumenau
145,Lajeadense / RS,Botafogo / SP,07/07/2013,16:00,Estádio Alviazul / Lajeado
146,Londrina / PR,Metropolitano / SC,07/07/2013,16:00,Municipal Jacy Scaff / Londrina
147,J. Malucelli / PR,Botafogo / SP,13/07/2013,16:00,Estádio Janguito Malucelli / Curitiba
148,Londrina / PR,Lajeadense / RS,14/07/2013,16:00,Municipal Jacy Scaff / Londrina
149,Botafogo / SP,Londrina / PR,20/07/2013,17:00,Estádio Santa Cruz / Ribeirão Preto
150,Metropolitano / SC,J. Malucelli / PR,21/07/2013,16:00,Complexo Esportivo SESI / Blumenau
151,Botafogo / SP,J. Malucelli / PR,27/07/2013,17:00,Estádio Santa Cruz / Ribeirão Preto
152,Lajeadense / RS,Londrina / PR,28/07/2013,16:00,Estádio Alviazul / Lajeado
153,J. Malucelli / PR,Metropolitano / SC,04/08/2013,16:00,Estádio Janguito Malucelli / Curitiba
154,Londrina / PR,Botafogo / SP,04/08/2013,15:30,Municipal Jacy Scaff / Londrina
155,Botafogo / SP,Lajeadense / RS,10/08/2013,17:00,Estádio Santa Cruz / Ribeirão Preto
156,Metropolitano / SC,Londrina / PR,10/08/2013,15:30,Complexo Esportivo SESI / Blumenau
157,Londrina / PR,J. Malucelli / PR,18/08/2013,15:30,Municipal Jacy Scaff / Londrina
158,Lajeadense / RS,Metropolitano / SC,18/08/2013,16:00,Estádio Alviazul / Lajeado
159,J. Malucelli / PR,Lajeadense / RS,25/08/2013,16:00,Estádio Janguito Malucelli / Curitiba
160,Metropolitano / SC,Botafogo / SP,25/08/2013,16:00,Complexo Esportivo SESI / Blumenau
161,Salgueiro / PE,Nacional / AM,02/09/2013,20:00,Cornélio de Barros / Salgueiro
162,Nacional / AM,Salgueiro / PE,08/09/2013,17:00,Roberto Simonsen / Manaus
163,Plácido de Castro / AC,Gurupi / TO,02/09/2013,20:30,Antonio Aquino Lopes / Rio Branco
164,Gurupi / TO,Plácido de Castro / AC,10/09/2013,20:00,Gilberto Resende Rocha / Gurupi
165,Sergipe / SE,Tiradentes / CE,01/09/2013,16:00,Coaracy da Mata Fonseca / Arapiraca
166,Tiradentes / CE,Sergipe / SE,10/09/2013,20:00,Presidente Vargas / Fortaleza
167,Central / PE,Botafogo / PB,01/09/2013,16:00,Luiz José de Lacerda / Caruaru
168,Botafogo / PB,Central / PE,08/09/2013,16:00,Estádio José Américo de Almeida Filho / João Pessoa
169,Resende / RJ,Mixto / MT,31/08/2013,15:00,Do Trabalhador / Resende
170,Mixto / MT,Resende / RJ,08/09/2013,19:00,Presidente Dutra / Cuiabá
171,Aparecidense / GO,Tupi / MG,31/08/2013,16:00,Anibal Batista de Toledo / Aparecida
172,Tupi / MG,Aparecidense / GO,07/09/2013,18:30,Mário Helênio / Juiz de Fora
173,Londrina / PR,Juventude / RS,01/09/2013,16:00,Municipal Jacy Scaff / Londrina
174,Juventude / RS,Londrina / PR,08/09/2013,15:30,Estádio Alfredo Jaconi / Caxias do Sul
175,Santo André / SP,Metropolitano / SC,01/09/2013,15:00,Estádio Municipal Bruno José Daniel / Santo André
176,Metropolitano / SC,Santo André / SP,08/09/2013,16:00,Complexo Esportivo SESI / Blumenau
177,Plácido de Castro / AC,Salgueiro / PE,15/09/2013,18:00,Antonio Aquino Lopes / Rio Branco
178,Salgueiro / PE,Plácido de Castro / AC,22/09/2013,16:00,Cornélio de Barros / Salgueiro
179,Botafogo / PB,Tiradentes / CE,16/09/2013,20:30,Estádio José Américo de Almeida Filho / João Pessoa
180,Tiradentes / CE,Botafogo / PB,22/09/2013,16:00,Presidente Vargas / Fortaleza
181,Mixto / MT,Tupi / MG,02/10/2013,21:30,Presidente Dutra / Cuiabá
182,Tupi / MG,Mixto / MT,06/10/2013,16:00,Mário Helênio / Juiz de Fora
183,Metropolitano / SC,Juventude / RS,15/09/2013,16:00,Complexo Esportivo SESI / Blumenau
184,Juventude / RS,Metropolitano / SC,22/09/2013,15:30,Estádio Alfredo Jaconi / Caxias do Sul
