Game,Home,Away,Date,Time,Stadium
001,ASA / AL,Atlético Goianiense / GO,19/02/2025,21:30,Coaracy da Mata Fonseca / Arapiraca
002,Jequié / BA,Retrô / PE,26/02/2025,19:30,Waldomiro Borges / Jequie
003,Tuna Luso / PA,Sampaio Corrêa / MA,19/02/2025,15:30,Francisco Vasques / Belem
004,Boavista / RJ,CSA / AL,19/02/2025,19:30,Elcyr Resende de Mendonça / Saquarema
005,União de Rondonópolis / MT,Vasco da Gama / RJ,18/02/2025,21:30,Kleber José de Andrade / Cariacica
006,Barcelona / RO,Nova Iguaçu / RJ,26/02/2025,20:00,- A Definir / 
007,Humaitá / AC,Operário / PR,26/02/2025,21:00,Arena da Floresta / Rio Branco
008,CSE / AL,Tombense / MG,26/02/2025,19:00,Juca Sampaio / Palmeira dos Indios
009,Pouso Alegre / MG,Athletico Paranaense / PR,25/02/2025,21:30,Irmão Gino Maria Rossi / Pouso Alegre
010,Guarany / RS,Altos / PI,26/02/2025,19:00,Estrela D'alva / Bage
011,Ceilândia / DF,Coritiba / PR,27/02/2025,19:00,Mª de Lourdes Abadia / Ceilândia
012,Maracana / CE,Ferroviário / CE,26/02/2025,20:00,Horácio Domingos de Sousa / Horizonte
013,Gazin Porto Velho / RO,Cuiabá / MT,19/02/2025,20:00,Aluizio Pinheiro Ferreira / Porto Velho
014,Capital / DF,Portuguesa / RJ,19/02/2025,20:00,Jk Paranoá / Brasilia
015,Sergipe / SE,Ceará / CE,19/02/2025,20:00,Lourival Baptista / Aracaju
016,Parnahyba / PI,Confiança / SE,26/02/2025,20:00,Governador Alberto Silva / Teresina
017,Maringa / PR,Juventude / RS,25/02/2025,19:30,Willie Davids / Maringa
018,União Atlético Clube / TO,América F.c. / RN,26/02/2025,20:00,Leôncio Miranda / Araguaina
019,Concordia Atlético Clube / SC,Ponte Preta / SP,26/02/2025,21:30,Domingos Machado de Lima / Concordia
020,Portuguesa / SP,Botafogo / PB,27/02/2025,21:00,Paulo Machado de Carvalho / Sao Paulo
021,São Raimundo / RR,Grêmio / RS,19/02/2025,19:30,Flamarion Vasconcelos / Boa Vista
022,Barcelona de Ilhéus / BA,Athletic / MG,25/02/2025,19:30,Waldomiro Borges / Jequie
023,Maranhão / MA,Vitória / BA,25/02/2025,19:00,Governador João Castelo / Sao Luis
024,Santa Cruz de Natal / RN,Náutico / PE,19/02/2025,19:00,Maria Lamas Farache / Natal
025,Sousa / PB,Red Bull Bragantino / SP,27/02/2025,19:00,Antônio Mariz / Sousa
026,Oratório / AP,São José / RS,26/02/2025,20:00,Milton de Souza Correia / Macapa
027,Operário / MS,Criciúma / SC,25/02/2025,20:00,Jacques da Luz / Campo Grande
028,Sampaio / RR,Remo / PA,26/02/2025,20:30,Flamarion Vasconcelos / Boa Vista
029,Cascavel / PR,América / MG,26/02/2025,19:00,Arnaldo Busatto / Cascavel
030,Votuporanguense / SP,Aparecidense / GO,26/02/2025,19:30,Arena Plínio Marin / Votoporanga
031,Inter de Limeira / SP,Vila Nova / GO,27/02/2025,21:30,Major José Levy Sobrinho / Limeira
032,Rio Branco / ES,Amazonas / AM,20/02/2025,20:00,Kleber José de Andrade / Cariacica
033,Tocantinópolis / TO,Atlético Mineiro / MG,18/02/2025,18:00,João Ribeiro / Tocantinopolis
034,Independência / AC,Manaus / AM,19/02/2025,21:00,Arena da Floresta / Rio Branco
035,Trem / AP,Brusque / SC,19/02/2025,20:30,Milton de Souza Correia / Macapa
036,Olaria / RJ,ABC / RN,20/02/2025,21:30,Guilherme da Silveira Filho / Rio de Janeiro
037,Aguia de Maraba / PA,Fluminense / RJ,26/02/2025,19:30,Olímpico do Pará / Belem
038,Dourados / MS,Caxias / RS,26/02/2025,16:00,Frédis Saldivar / Dourados
039,Ceov Operário / MT,Sport / PE,25/02/2025,21:30,Eurico Gaspar Dutra / Cuiaba
040,Rio Branco A. C. / ES,Gremio Novorizontino - / SP,27/02/2025,20:00,Kleber José de Andrade / Cariacica
