Game,Home,Away,Date,Time,Stadium
001,Coritiba / PR,Vila Nova / GO,05/04/2025,16:00,Major Antônio Couto Pereira / Curitiba
002,Goiás / GO,Amazonas / AM,04/04/2025,19:00,Hailé Pinheiro / Goiania
003,Atlético Goianiense / GO,Athletic / MG,07/04/2025,19:00,Antônio Accioly / Goiania
004,Paysandu / PA,Athletico Paranaense / PR,04/04/2025,21:00,Olímpico do Pará / Belem
005,Avaí / SC,Gremio Novorizontino - / SP,06/04/2025,20:00,Aderbal Ramos da Silva / Florianopolis
006,Criciúma / SC,Operário / PR,04/04/2025,21:00,Heriberto Hulse / Criciuma
007,CRB / AL,Chapecoense / SC,05/04/2025,16:00,Rei Pelé / Maceio
008,América / MG,Botafogo / SP,05/04/2025,18:30,Raimundo Sampaio / Belo Horizonte
009,Ferroviária / SP,Remo / PA,06/04/2025,19:00,Ademar Pereira de Barros / Araraquara
010,Volta Redonda / RJ,Cuiabá / MT,06/04/2025,19:00,Sylvio Raulino de Oliveira / Volta Redonda
011,Athletico Paranaense / PR,Criciúma / SC,10/04/2025,19:00,Ligga Arena / Curitiba
012,Vila Nova / GO,Paysandu / PA,12/04/2025,18:00,Serra Dourada / Goiania
013,Cuiabá / MT,Avaí / SC,10/04/2025,21:30,Arena Pantanal / Cuiaba
014,Remo / PA,América / MG,13/04/2025,16:00,Olímpico do Pará / Belem
015,Chapecoense / SC,Coritiba / PR,12/04/2025,16:00,Índio Condá / Chapeco
016,Operário / PR,Goiás / GO,12/04/2025,20:00,Germano Kruger / Ponta Grossa
017,Amazonas / AM,Ferroviária / SP,12/04/2025,19:00,Arena da Amazônia / Manaus
018,Athletic / MG,CRB / AL,13/04/2025,16:00,Raimundo Sampaio / Belo Horizonte
019,Gremio Novorizontino - / SP,Volta Redonda / RJ,12/04/2025,19:00,Dr. Jorge Ismael de Biasi / Novo Horizonte
020,Botafogo / SP,Atlético Goianiense / GO,13/04/2025,19:00,Santa Cruz / Ribeirao Preto
021,Coritiba / PR,Gremio Novorizontino - / SP,16/04/2025,21:00,Major Antônio Couto Pereira / Curitiba
022,Goiás / GO,Vila Nova / GO,17/04/2025,19:00,Hailé Pinheiro / Goiania
023,Cuiabá / MT,Athletico Paranaense / PR,15/04/2025,19:00,Arena Pantanal / Cuiaba
024,Paysandu / PA,Chapecoense / SC,16/04/2025,20:00,Olímpico do Pará / Belem
025,Avaí / SC,Operário / PR,16/04/2025,20:00,Aderbal Ramos da Silva / Florianopolis
026,Criciúma / SC,Athletic / MG,17/04/2025,20:00,Heriberto Hulse / Criciuma
027,CRB / AL,Volta Redonda / RJ,17/04/2025,20:00,Rei Pelé / Maceio
