Game,Home,Away,Date,Time,Stadium
001,Náutico / PE,Santa Cruz / PE,15/04/2018,19:00,Arena Pernambuco Governador Carlos Wilson Campos / São Lourenço da Mata
002,Globo / RN,ABC / RN,15/04/2018,17:00,Manoel Dantas Barretto / Ceara-Mirim
003,Atlético / AC,Remo / PA,16/04/2018,21:15,Arena da Floresta / Rio Branco
004,Salgueiro / PE,Botafogo / PB,15/04/2018,16:00,Cornélio de Barros Muniz / Salgueiro
005,Juazeirense / BA,Confiança / SE,14/04/2018,18:30,Adauto Moraes / Juazeiro
006,Botafogo / SP,Red Bull Bragantino / SP,14/04/2018,19:00,Santa Cruz / Ribeirao Preto
007,Operário / PR,Volta Redonda / RJ,15/04/2018,15:30,Germano Kruger / Ponta Grossa
008,Tupi / MG,Tombense / MG,14/04/2018,16:00,Mario Helênio / Juiz de Fora
009,Cuiabá / MT,Luverdense / MT,15/04/2018,19:00,Arena Pantanal / Cuiaba
010,Joinville / SC,Ypiranga / RS,15/04/2018,16:00,Arena Joinville / Joinville
011,Santa Cruz / PE,Atlético / AC,22/04/2018,18:30,José do Rego Maciel / Recife
012,ABC / RN,Juazeirense / BA,22/04/2018,16:00,Maria Lamas Farache / Natal
013,Remo / PA,Globo / RN,21/04/2018,16:00,Olímpico do Pará / Belem
014,Botafogo / PB,Náutico / PE,21/04/2018,19:00,José Américo de Almeida Filho / Joao Pessoa
015,Confiança / SE,Salgueiro / PE,22/04/2018,16:00,Lourival Baptista / Aracaju
016,Red Bull Bragantino / SP,Tupi / MG,21/04/2018,16:00,Nabi Abi Chedid / Braganca Paulista
017,Volta Redonda / RJ,Cuiabá / MT,21/04/2018,16:00,Sylvio Raulino de Oliveira / Volta Redonda
018,Tombense / MG,Joinville / SC,21/04/2018,15:30,Antônio Guimarães de Almeida / Tombos
019,Luverdense / MT,Botafogo / SP,21/04/2018,17:00,Passo das Emas / Lucas do Rio Verde
020,Ypiranga / RS,Operário / PR,22/04/2018,15:30,Colosso da Lagoa / Erechim
021,Santa Cruz / PE,ABC / RN,28/04/2018,16:00,Arena Pernambuco Governador Carlos Wilson Campos / São Lourenço da Mata
022,Globo / RN,Salgueiro / PE,29/04/2018,17:00,Manoel Dantas Barretto / Ceara-Mirim
023,Atlético / AC,Náutico / PE,29/04/2018,19:00,Antonio Aquino Lopes / Rio Branco
