Game,Home,Away,Date,Time,Stadium
001,Águia Negra / MS,Vitória / BA,09/03/2021,19:15,Iliê Vidal / Rio Brilhante
002,Campinense / PB,Bahia / BA,09/03/2021,21:30,Ernani Sátyro / Campina Grande
003,Madureira / RJ,Paysandu / PA,10/03/2021,15:30,Aniceto Moscoso / Rio de Janeiro
004,4 de Julho / PI,Confiança / SE,10/03/2021,16:00,Arena Ytacoatiara / Piripiri
005,Real Brasília / DF,América / RN,11/03/2021,15:30,José Roriz Aguiar / Luziania
006,Rio Branco / ES,Sampaio Corrêa / MA,10/03/2021,18:00,Kleber José de Andrade / Cariacica
007,Cianorte / PR,Paraná / PR,10/03/2021,18:00,Albino Turbay / Cianorte
008,Juazeirense / BA,Sport / PE,10/03/2021,19:15,Adauto Moraes / Juazeiro
009,Moto Club / MA,Botafogo / RJ,10/03/2021,21:30,Governador João Castelo / Sao Luis
010,Ypiranga / AP,Santa Cruz / PE,26/03/2021,15:30,Giulite Coutinho / Mesquita
011,Uberlândia / MG,Luverdense / MT,11/03/2021,17:00,Parque do Sabiá / Uberlandia
012,São Raimundo / RR,Cruzeiro / MG,11/03/2021,19:15,Flamarion Vasconcelos / Boa Vista
013,Gama / DF,Ponte Preta / SP,10/03/2021,15:30,José Roriz Aguiar / Luziania
014,Boavista / RJ,Goiás / GO,11/03/2021,21:30,Elcyr Resende de Mendonça / Saquarema
015,Murici / AL,Juventude / RS,16/03/2021,21:30,José Gomes da Costa / Murici
016,Sergipe / SE,Cuiabá / MT,16/03/2021,19:15,Etelvino Mendonça / Itabaiana
017,Esportivo / RS,Remo / PA,17/03/2021,20:00,Pq. Esp. Montanha dos Vinhedos / Bento Goncalves
018,Mirassol / SP,Red Bull Bragantino / SP,18/03/2021,20:00,Kleber José de Andrade / Cariacica
019,Juventude / MA,Operário / PR,17/03/2021,15:30,Estádio Municipal Marcos Pinheiro Neto / Sao Mateus do Maranhao
020,Picos / PI,Atlético / AC,17/03/2021,16:00,Municipal Helvídio Nunes de Barros / Picos
021,Goianesia / GO,CRB / AL,27/03/2021,15:30,Giulite Coutinho / Mesquita
022,Porto Velho / RO,Ferroviário / CE,25/03/2021,15:30,De Los Larios / Duque de Caxias
023,Nova Mutum / MT,Tombense / MG,17/03/2021,16:30,Valdir Doilho Wons / Nova Mutum
024,Atlético / BA,Vila Nova / GO,17/03/2021,17:00,Antônio Carneiro / Alagoinhas
025,Retrô / PE,Brusque / SC,17/03/2021,18:00,Arena Pernambuco Governador Carlos Wilson Campos / São Lourenço da Mata
026,Galvez / AC,Atlético Goianiense / GO,17/03/2021,17:00,Arena Pantanal / Cuiaba
027,Caxias / RS,Fortaleza / CE,17/03/2021,20:00,Francisco Stédile / Caxias do Sul
028,Rio Branco - VN / ES,ABC / RN,17/03/2021,15:30,Estádio Olimpio Perim / Venda Nova do Imigrante
029,Guarany / CE,CSA / AL,17/03/2021,15:30,Plácido Aderaldo Castelo / Sobral
030,Palmas / TO,Avaí / SC,25/03/2021,15:30,Arnaldo Busatto / Cascavel
031,Castanhal / PA,Volta Redonda / RJ,17/03/2021,15:30,Maximino Porpino Filho / Castanhal
032,Santa Cruz / RS,Joinville / SC,17/03/2021,20:00,Estádio dos Plátanos / Santa Cruz do Sul
033,Salgueiro / PE,Corinthians / SP,17/03/2021,21:30,Cornélio de Barros Muniz / Salgueiro
034,Marília / SP,Criciúma / SC,18/03/2021,15:30,Kleber José de Andrade / Cariacica
035,Treze / PB,América / MG,18/03/2021,18:00,Ernani Sátyro / Campina Grande
036,Jaraguá / GO,Manaus / AM,26/03/2021,15:30,Jânio Moraes / Nova Iguacu
037,Cascavel / PR,Figueirense / SC,18/03/2021,18:00,Arnaldo Busatto / Cascavel
038,União de Rondonópolis / MT,Coritiba / PR,18/03/2021,17:30,Luthero Lopes / Rondonopolis
039,Penarol / AM,Ypiranga / RS,18/03/2021,20:00,Arena da Amazônia / Manaus
040,Caldense / MG,Vasco da Gama / RJ,18/03/2021,17:30,Ronaldo Junqueira / Pocos de Caldas
041,Corinthians / SP,Retrô / PE,26/03/2021,21:30,Elcyr Resende de Mendonça / Saquarema
042,Luverdense / MT,Red Bull Bragantino / SP,01/04/2021,17:00,Passo das Emas / Lucas do Rio Verde
043,Coritiba / PR,Operário / PR,06/04/2021,19:00,Arena Joinville / Joinville
044,Fortaleza / CE,Ypiranga / RS,06/04/2021,21:30,Governador Plácido Aderaldo Castelo / Fortaleza
045,Picos / PI,Boavista / RJ,07/04/2021,16:00,Municipal Helvídio Nunes de Barros / Picos
