Game,Home,Away,Date,Time,Stadium
001,Oeste / SP,Avaí / SC,24/05/2013,19:30,Estádio Municipal dos Amaros / Itápolis
002,Boa / MG,Chapecoense / SC,24/05/2013,21:50,Dilzon Melo / Varginha
003,Figueirense / SC,América / RN,25/05/2013,16:20,Estádio Orlando Scarpelli / Florianópolis
004,Joinville / SC,Red Bull Bragantino / SP,25/05/2013,16:20,Arena Joinville / Joinville
005,Icasa / CE,Sport / PE,25/05/2013,16:20,Mauro Castelo Branco Sampaio / Juaz.Norte
006,ABC / RN,Paraná / PR,25/05/2013,21:00,Estádio José Américo de Almeida Filho / João Pessoa
007,Palmeiras / SP,Atlético Goianiense / GO,25/05/2013,16:20,Novelli Junior / Itu
008,São Caetano / SP,Ceará / CE,24/05/2013,19:30,Estádio Anacleto Campanella / São Caetano do Sul
009,Guaratinguetá / SP,América / MG,25/05/2013,21:00,Dario R. Leite / Guaratinguetá
010,Paysandu / PA,ASA / AL,24/05/2013,21:50,Arena Verde / Paragominas
011,ASA / AL,Palmeiras / SP,28/05/2013,21:50,Coaracy da Mata Fonseca / Arapiraca
012,América / MG,Figueirense / SC,28/05/2013,21:50,Estádio Raimundo Sampaio / Belo Horizonte
013,Avaí / SC,Guaratinguetá / SP,28/05/2013,19:30,Aderbal Ramos da Silva / Florianópolis
014,Chapecoense / SC,Oeste / SP,28/05/2013,21:50,Olímpico Colosso da Lagoa / Erechim
015,Ceará / CE,Paysandu / PA,28/05/2013,19:30,Presidente Vargas / Fortaleza
016,América / RN,Icasa / CE,28/05/2013,19:30,Manoel Dantas Barretto / Ceará-Mirim
017,Paraná / PR,São Caetano / SP,28/05/2013,15:00,Érton Coelho Queiroz / Curitiba
018,Atlético Goianiense / GO,Joinville / SC,28/05/2013,21:50,Serra Dourada / Goiânia
019,Red Bull Bragantino / SP,Boa / MG,28/05/2013,21:50,Nabi Abi Chedid / Bragança Paulista
020,Sport / PE,ABC / RN,28/05/2013,19:30,Adelmar da Costa Carvalho / Recife
021,Oeste / SP,Paraná / PR,31/05/2013,21:50,Estádio Municipal dos Amaros / Itápolis
022,Boa / MG,Atlético Goianiense / GO,01/06/2013,21:00,Dilzon Melo / Varginha
023,Figueirense / SC,Sport / PE,31/05/2013,21:50,Estádio Orlando Scarpelli / Florianópolis
024,Joinville / SC,ASA / AL,31/05/2013,19:30,Arena Joinville / Joinville
025,Icasa / CE,Avaí / SC,31/05/2013,19:30,Mauro Castelo Branco Sampaio / Juaz.Norte
026,ABC / RN,Ceará / CE,31/05/2013,21:50,Maria Lamas Farache / Natal
027,Palmeiras / SP,América / MG,01/06/2013,16:20,Novelli Junior / Itu
028,São Caetano / SP,Chapecoense / SC,01/06/2013,21:00,Estádio Anacleto Campanella / São Caetano do Sul
029,Red Bull Bragantino / SP,Guaratinguetá / SP,01/06/2013,16:20,Nabi Abi Chedid / Bragança Paulista
030,Paysandu / PA,América / RN,31/05/2013,19:30,Arena Verde / Paragominas
031,Oeste / SP,Ceará / CE,04/06/2013,19:30,Estádio Municipal dos Amaros / Itápolis
032,Boa / MG,ASA / AL,04/06/2013,19:30,Dilzon Melo / Varginha
033,Figueirense / SC,Chapecoense / SC,04/06/2013,19:30,Estádio Orlando Scarpelli / Florianópolis
034,Joinville / SC,América / RN,04/06/2013,21:50,Arena Joinville / Joinville
035,Icasa / CE,América / MG,04/06/2013,21:50,Mauro Castelo Branco Sampaio / Juaz.Norte
036,ABC / RN,Red Bull Bragantino / SP,04/06/2013,21:50,Maria Lamas Farache / Natal
037,Palmeiras / SP,Avaí / SC,04/06/2013,19:30,Novelli Junior / Itu
038,São Caetano / SP,Atlético Goianiense / GO,04/06/2013,21:50,Estádio Anacleto Campanella / São Caetano do Sul
039,Guaratinguetá / SP,Sport / PE,04/06/2013,21:50,Dario R. Leite / Guaratinguetá
040,Paysandu / PA,Paraná / PR,04/06/2013,19:30,Estádio Estadual Jornalista Edgar Augusto Proença  / Belém
041,ASA / AL,Icasa / CE,07/06/2013,19:30,Coaracy da Mata Fonseca / Arapiraca
042,América / MG,Oeste / SP,07/06/2013,19:30,Senador Zezé Perrela / Nova Serrana
043,Avaí / SC,Joinville / SC,07/06/2013,21:50,Aderbal Ramos da Silva / Florianópolis
044,Chapecoense / SC,ABC / RN,07/06/2013,21:50,Regional Indio Condá / Chapecó
045,Ceará / CE,Boa / MG,08/06/2013,21:00,Horácio Domingos de Sousa / Horizonte
046,América / RN,Guaratinguetá / SP,07/06/2013,21:50,Manoel Dantas Barretto / Ceará-Mirim
047,Paraná / PR,Figueirense / SC,08/06/2013,16:20,Durival Britto e Silva / Curitiba
048,Atlético Goianiense / GO,Paysandu / PA,07/06/2013,19:30,Serra Dourada / Goiânia
049,Red Bull Bragantino / SP,São Caetano / SP,08/06/2013,21:00,Nabi Abi Chedid / Bragança Paulista
050,Sport / PE,Palmeiras / SP,08/06/2013,16:20,Adelmar da Costa Carvalho / Recife
051,Oeste / SP,São Caetano / SP,11/06/2013,19:30,Estádio Municipal dos Amaros / Itápolis
052,Boa / MG,ABC / RN,11/06/2013,21:50,Dilzon Melo / Varginha
053,Avaí / SC,América / MG,11/06/2013,21:50,Aderbal Ramos da Silva / Florianópolis
054,Chapecoense / SC,Paysandu / PA,11/06/2013,19:30,Regional Indio Condá / Chapecó
055,Ceará / CE,Figueirense / SC,11/06/2013,19:30,Horácio Domingos de Sousa / Horizonte
056,América / RN,Palmeiras / SP,11/06/2013,21:50,Manoel Dantas Barretto / Ceará-Mirim
057,Paraná / PR,ASA / AL,11/06/2013,21:50,Durival Britto e Silva / Curitiba
058,Atlético Goianiense / GO,Icasa / CE,11/06/2013,21:50,Serra Dourada / Goiânia
059,Guaratinguetá / SP,Joinville / SC,11/06/2013,19:30,Dario R. Leite / Guaratinguetá
060,Sport / PE,Red Bull Bragantino / SP,11/06/2013,19:30,Adelmar da Costa Carvalho / Recife
061,ASA / AL,Chapecoense / SC,05/07/2013,21:00,Coaracy da Mata Fonseca / Arapiraca
062,América / MG,Paraná / PR,05/07/2013,21:00,Estádio Raimundo Sampaio / Belo Horizonte
063,Figueirense / SC,Boa / MG,06/07/2013,21:00,Estádio Orlando Scarpelli / Florianópolis
064,Joinville / SC,Sport / PE,06/07/2013,16:20,Arena Joinville / Joinville
065,Icasa / CE,Ceará / CE,06/07/2013,21:00,Mauro Castelo Branco Sampaio / Juaz.Norte
066,ABC / RN,Atlético Goianiense / GO,06/07/2013,16:20,Maria Lamas Farache / Natal
067,Palmeiras / SP,Oeste / SP,06/07/2013,16:20,Paulo Constantino / P. Prudente/SP
068,São Caetano / SP,Avaí / SC,06/07/2013,16:20,1º de Maio / São Bernardo do Campo
069,Red Bull Bragantino / SP,América / RN,02/07/2013,21:00,Nabi Abi Chedid / Bragança Paulista
070,Paysandu / PA,Guaratinguetá / SP,02/07/2013,21:00,Leônidas Castro / Belém
071,Oeste / SP,Boa / MG,09/07/2013,21:00,Estádio Municipal dos Amaros / Itápolis
072,América / MG,Red Bull Bragantino / SP,13/07/2013,16:20,Estádio Raimundo Sampaio / Belo Horizonte
073,Avaí / SC,Paraná / PR,13/07/2013,16:20,Aderbal Ramos da Silva / Florianópolis
074,Joinville / SC,Chapecoense / SC,13/07/2013,16:20,Arena Joinville / Joinville
075,Ceará / CE,ASA / AL,13/07/2013,21:00,Governador Plácido Aderaldo Castelo / Fortaleza
076,América / RN,Sport / PE,13/07/2013,16:20,Manoel Dantas Barretto / Ceará-Mirim
077,Palmeiras / SP,ABC / RN,12/07/2013,21:00,Estádio Municipal Paulo Machado de Carvalho / São Paulo
078,Atlético Goianiense / GO,Figueirense / SC,12/07/2013,21:00,Serra Dourada / Goiânia
079,Guaratinguetá / SP,Icasa / CE,13/07/2013,21:00,Dario R. Leite / Guaratinguetá
080,Paysandu / PA,São Caetano / SP,09/07/2013,19:30,Leônidas Castro / Belém
081,ASA / AL,Atlético Goianiense / GO,20/07/2013,21:00,Coaracy da Mata Fonseca / Arapiraca
