Game,Home,Away,Date,Time,Stadium
001,América / RN,ABC / RN,22/05/2016,19:00,Arena das Dunas  / Natal
002,Cuiabá / MT,Remo / PA,21/05/2016,19:00,Arena Pantanal / Cuiabá
003,Fortaleza / CE,Ríver / PI,23/05/2016,20:00,Governador Plácido Aderaldo Castelo / Fortaleza
004,Salgueiro / PE,Botafogo / PB,25/05/2016,20:30,Cornélio de Barros Muniz / Salgueiro
005,ASA / AL,Confiança / SE,22/05/2016,16:00,Coaracy da Mata Fonseca / Arapiraca
006,Botafogo / SP,Mogi Mirim / SP,22/05/2016,19:00,Santa Cruz / Ribeirão Preto
007,Portuguesa / SP,Macaé / RJ,23/05/2016,15:00,Oswaldo Teixeira Duarte / São Paulo
008,Boa / MG,Tombense / MG,22/05/2016,16:00,Dilzon Luís de Melo / Varginha
009,Guarani / SP,Guaratinguetá / SP,22/05/2016,11:00,Brinco de Ouro da Princesa / Campinas
010,Juventude / RS,Ypiranga / RS,23/05/2016,20:30,Arena do Grêmio / Porto Alegre
011,ABC / RN,Salgueiro / PE,28/05/2016,20:00,Maria Lamas Farache / Natal
012,Remo / PA,ASA / AL,30/05/2016,20:00,Olímpico do Pará / Belém
013,Ríver / PI,América / RN,29/05/2016,16:00,Governador Alberto Silva / Teresina
014,Botafogo / PB,Cuiabá / MT,28/05/2016,19:00,José Américo de Almeida Filho  / Joao Pessoa
015,Confiança / SE,Fortaleza / CE,29/05/2016,19:00,Lourival Baptista / Aracaju
016,Mogi Mirim / SP,Portuguesa / SP,29/05/2016,11:00,Romildo Vitor Gomes Ferreira / Mogi Mirim
017,Macaé / RJ,Boa / MG,28/05/2016,16:00,Cláudio Moacyr Azevedo / Macaé
018,Tombense / MG,Guarani / SP,28/05/2016,15:30,Antônio Guimarães de Almeida / Tombos
019,Guaratinguetá / SP,Juventude / RS,29/05/2016,11:00,Comendador Agostinho Prada / Limeira
020,Ypiranga / RS,Botafogo / SP,29/05/2016,16:00,Colosso da Lagoa / Erechim
021,América / RN,Fortaleza / CE,06/06/2016,20:00,Arena das Dunas  / Natal
