Game,Home,Away,Date,Time,Stadium
001,Moto Club / MA,Sampaio Corrêa / MA,13/05/2017,16:00,Governador João Castelo / Sao Luis
002,CSA / AL,ASA / AL,14/05/2017,16:00,Rei Pelé / Maceió
003,Botafogo / PB,Cuiabá / MT,14/05/2017,16:00,José Américo de Almeida Filho  / Joao Pessoa
004,Confiança / SE,Salgueiro / PE,15/05/2017,20:30,Lourival Baptista / Aracaju
005,Remo / PA,Fortaleza / CE,14/05/2017,19:00,Olímpico do Pará / Belém
006,Red Bull Bragantino / SP,Botafogo / SP,13/05/2017,19:30,Nabi Abi Chedid / Bragança Paulista
007,Volta Redonda / RJ,Macaé / RJ,13/05/2017,18:30,Sylvio Raulino de Oliveira / Volta Redonda
008,Tombense / MG,Tupi / MG,13/05/2017,15:30,Antônio Guimarães de Almeida / Tombos
009,Mogi Mirim / SP,São Bento / SP,13/05/2017,15:30,José Liberatti / Osasco
010,Ypiranga / RS,Joinville / SC,14/05/2017,15:30,Colosso da Lagoa / Erechim
011,Sampaio Corrêa / MA,CSA / AL,20/05/2017,16:00,Governador João Castelo / Sao Luis
012,ASA / AL,Remo / PA,20/05/2017,16:30,Coaracy da Mata Fonseca / Arapiraca
013,Cuiabá / MT,Confiança / SE,21/05/2017,17:00,Arena Pantanal / Cuiabá
014,Salgueiro / PE,Moto Club / MA,21/05/2017,16:00,Cornélio de Barros Muniz / Salgueiro
015,Fortaleza / CE,Botafogo / PB,19/05/2017,19:00,Presidente Vargas / Fortaleza
016,Botafogo / SP,Mogi Mirim / SP,20/05/2017,19:30,Santa Cruz / Ribeirão Preto
017,Macaé / RJ,Red Bull Bragantino / SP,20/05/2017,15:00,Elcyr Resende de Mendonça / Saquarema
018,Tupi / MG,Ypiranga / RS,20/05/2017,16:00,Mário Helênio / Juiz de Fora
019,São Bento / SP,Tombense / MG,20/05/2017,17:00,Walter Ribeiro / Sorocaba
020,Joinville / SC,Volta Redonda / RJ,21/05/2017,16:00,Arena Joinville / Joinville
021,Moto Club / MA,Confiança / SE,27/05/2017,16:00,Governador João Castelo / Sao Luis
022,ASA / AL,Sampaio Corrêa / MA,28/05/2017,16:00,Coaracy da Mata Fonseca / Arapiraca
023,Botafogo / PB,CSA / AL,28/05/2017,16:00,José Américo de Almeida Filho / Joao Pessoa
