Game,Home,Away,Date,Time,Stadium
001,Paysandu / PA,Santa Cruz / PE,08/08/2020,17:00,Leônidas Sobré de Castro / Belem
002,Treze / PB,Imperatriz / MA,08/10/2020,20:00,Ernani Sátyro / Campina Grande
003,Manaus / AM,Vila Nova / GO,08/08/2020,19:00,Arena da Amazônia / Manaus
004,Ferroviário / CE,Botafogo / PB,09/08/2020,20:00,Governador Plácido Aderaldo Castelo / Fortaleza
005,Jacuipense / BA,Remo / PA,09/08/2020,18:00,Eliel Martins / Riachao do Jacuipe
006,São José / RS,São Bento / SP,08/08/2020,15:00,CT Hélio Dourado / Eldorado do Sul
007,Brusque / SC,Ypiranga / RS,08/08/2020,17:00,Augusto Bauer / Brusque
008,Ituano / SP,Tombense / MG,08/08/2020,16:00,José Liberatti / Osasco
009,Boa / MG,Volta Redonda / RJ,10/08/2020,18:00,Dilzon Luís de Melo / Varginha
010,Londrina / PR,Criciúma / SC,10/08/2020,20:00,Jacy Scaff / Londrina
011,Remo / PA,Ferroviário / CE,16/08/2020,18:00,Olímpico do Pará / Belem
012,Botafogo / PB,Manaus / AM,17/08/2020,20:00,José Américo de Almeida Filho / Joao Pessoa
013,Imperatriz / MA,Jacuipense / BA,14/10/2020,20:00,Frei Epifânio D´abadia / Imperatriz
014,Santa Cruz / PE,Treze / PB,18/08/2020,20:00,José do Rêgo Maciel / Recife
015,Vila Nova / GO,Paysandu / PA,15/08/2020,17:00,Onésio Brasileiro Alvarenga / Goiania
016,Ypiranga / RS,Londrina / PR,16/08/2020,16:00,Colosso da Lagoa / Erechim
017,Criciúma / SC,Boa / MG,15/08/2020,19:00,Heriberto Hulse / Criciuma
018,São Bento / SP,Brusque / SC,13/08/2020,20:00,Walter Ribeiro / Sorocaba
019,Tombense / MG,São José / RS,15/08/2020,16:00,Antônio Guimarães de Almeida / Tombos
020,Volta Redonda / RJ,Ituano / SP,17/08/2020,15:30,Luso Brasileiro / Rio de Janeiro
021,Paysandu / PA,Treze / PB,22/08/2020,19:00,Leônidas Sobré de Castro / Belem
022,Botafogo / PB,Santa Cruz / PE,23/08/2020,18:00,José Américo de Almeida Filho / Joao Pessoa
023,Imperatriz / MA,Remo / PA,24/08/2020,20:00,Frei Epifânio D´abadia / Imperatriz
024,Ferroviário / CE,Vila Nova / GO,22/08/2020,17:00,Governador Plácido Aderaldo Castelo / Fortaleza
025,Jacuipense / BA,Manaus / AM,22/08/2020,15:00,Roberto Santos / Salvador
026,São José / RS,Brusque / SC,20/08/2020,20:00,Francisco Novelletto Neto / Porto Alegre
027,Criciúma / SC,São Bento / SP,24/08/2020,20:00,Heriberto Hulse / Criciuma
028,Ituano / SP,Londrina / PR,23/08/2020,16:00,Novelli Junior / Itu
029,Boa / MG,Ypiranga / RS,23/08/2020,16:00,Dilzon Luís de Melo / Varginha
030,Volta Redonda / RJ,Tombense / MG,22/08/2020,15:30,Luso Brasileiro / Rio de Janeiro
031,Remo / PA,Vila Nova / GO,30/08/2020,18:00,Olímpico do Pará / Belem
032,Treze / PB,Ferroviário / CE,30/08/2020,20:00,Ernani Sátyro / Campina Grande
033,Manaus / AM,Paysandu / PA,29/08/2020,19:00,Arena da Amazônia / Manaus
034,Santa Cruz / PE,Imperatriz / MA,29/08/2020,17:00,José do Rêgo Maciel / Recife
035,Jacuipense / BA,Botafogo / PB,28/08/2020,20:00,Roberto Santos / Salvador
036,São José / RS,Volta Redonda / RJ,30/08/2020,16:00,Francisco Novelletto Neto / Porto Alegre
037,Brusque / SC,Ituano / SP,30/08/2020,16:00,Augusto Bauer / Brusque
038,São Bento / SP,Ypiranga / RS,02/09/2020,16:00,Walter Ribeiro / Sorocaba
