Game,Home,Away,Date,Time,Stadium
001,Ji-paraná / RO,Nacional / AM,06/09/2020,16:00,José de Abreu Bianco / Ji-Parana
002,Bare / RR,Ypiranga / AP,06/09/2020,17:00,Flamarion Vasconcelos / Boa Vista
003,Real Noroeste / ES,Aquidauanense / MS,06/09/2020,15:00,José Olimpio da Rocha / Aguia Branca
004,Tocantinópolis / TO,Brasiliense / DF,06/09/2020,16:00,João Ribeiro / Tocantinopolis
005,Nacional / AM,Ji-paraná / RO,13/09/2020,16:00,Arena da Amazônia / Manaus
006,Ypiranga / AP,Bare / RR,13/09/2020,17:00,Milton de Souza Correia / Macapa
007,Aquidauanense / MS,Real Noroeste / ES,13/09/2020,16:00,Municipal de Aquidauana / Aquidauana
008,Brasiliense / DF,Tocantinópolis / TO,13/09/2020,15:00,Estádio Nacional Mané Garrincha / Brasilia
009,Galvez / AC,Fast Clube / AM,20/09/2020,19:00,Arena da Floresta / Rio Branco
010,Bragantino / PA,Vilhenense / RO,20/09/2020,15:00,São Benedito / Braganca
011,Rio Branco / AC,Independente / PA,19/09/2020,19:00,Arena da Floresta / Rio Branco
012,Ji-paraná / RO,Atlético / AC,20/09/2020,16:00,José de Abreu Bianco / Ji-Parana
013,Bare / RR,Moto Club / MA,20/09/2020,17:00,Flamarion Vasconcelos / Boa Vista
014,Altos / PI,São Raimundo / RR,20/09/2020,15:45,Felipe Mendes Raulino / Altos
015,Sinop / MT,Ríver / PI,20/09/2020,16:00,Massami Uriu / Sinop
016,Juventude / MA,Santos / AP,19/09/2020,15:30,Estádio Municipal Marcos Pinheiro Neto / Sao Mateus do Maranhao
017,América / RN,Campinense / PB,19/09/2020,16:00,Arena das Dunas / Natal
018,Guarany / CE,Salgueiro / PE,08/10/2020,15:30,Plácido Aderaldo Castelo / Sobral
019,Afogados / PE,Floresta / CE,20/09/2020,16:00,Valdemar Viana de Araújo / Afogados da Ingazeira
020,Atlético de Cajazeiras / PB,Globo / RN,20/09/2020,16:00,Perpétuo Correia de Lima / Cajazeiras
021,Vitória da Conquista / BA,Coruripe / AL,20/09/2020,16:00,Lomanto Júnior / Vitoria da Conquista
022,Itabaiana / SE,ABC / RN,20/09/2020,16:00,Etelvino Mendonça / Itabaiana
023,Potiguar / RN,Frei Paulistano / SE,20/09/2020,15:30,Leonardo Nogueira / Mossoro
024,Jaciobá / AL,Central / PE,19/09/2020,15:00,Coaracy da Mata Fonseca / Arapiraca
025,Goianesia / GO,Vitória / ES,19/09/2020,18:00,Waldeir José de Oliveira / Goianesia
026,União de Rondonópolis / MT,Águia Negra / MS,19/09/2020,17:00,Luthero Lopes / Rondonopolis
027,Aparecidense / GO,Operário / MT,19/09/2020,17:00,Hailé Pinheiro / Goiania
028,Real Noroeste / ES,Goiania / GO,19/09/2020,15:00,José Olimpio da Rocha / Aguia Branca
029,Villa Nova / MG,Palmas / TO,20/09/2020,16:00,Castor Cifuentes / Nova Lima
030,Atlético / BA,Gama / DF,19/09/2020,20:30,Antônio Carneiro / Alagoinhas
031,Tupynambas / MG,Bahia de Feira / BA,19/09/2020,16:00,Mario Helênio / Juiz de Fora
032,Brasiliense / DF,Caldense / MG,20/09/2020,15:00,Estádio Nacional Mané Garrincha / Brasilia
