Game,Home,Away,Date,Time,Stadium
001,Manaus / AM,Santa Cruz / PE,30/05/2021,18:00,Arena da Amazônia / Manaus
002,Floresta / CE,Jacuipense / BA,29/05/2021,15:30,Horácio Domingos de Sousa / Horizonte
003,Altos / PI,Volta Redonda / RJ,30/05/2021,16:00,Lindolfo Monteiro / Teresina
004,Botafogo / PB,Ferroviário / CE,29/05/2021,17:00,José Américo de Almeida Filho / Joao Pessoa
005,Tombense / MG,Paysandu / PA,29/05/2021,19:00,Antônio Guimarães de Almeida / Tombos
006,Novorizontino / SP,Figueirense / SC,29/05/2021,16:00,Dr. Jorge Ismael de Biasi / Novo Horizonte
007,Oeste / SP,Mirassol / SP,16/06/2021,16:00,Arena Barueri / Barueri
008,Criciúma / SC,Ituano / SP,29/05/2021,17:00,Heriberto Hulse / Criciuma
009,Botafogo / SP,São José / RS,30/05/2021,20:00,Santa Cruz / Ribeirao Preto
010,Ypiranga / RS,Paraná / PR,31/05/2021,20:00,Colosso da Lagoa / Erechim
011,Paysandu / PA,Botafogo / PB,07/06/2021,20:00,Leônidas Sobré de Castro / Belem
012,Ferroviário / CE,Altos / PI,05/06/2021,15:30,Vila Olimpica Elzir Cabral / Fortaleza
013,Jacuipense / BA,Tombense / MG,06/06/2021,16:00,Roberto Santos / Salvador
014,Santa Cruz / PE,Floresta / CE,05/06/2021,17:00,José do Rêgo Maciel / Recife
015,Volta Redonda / RJ,Manaus / AM,06/06/2021,16:00,Sylvio Raulino de Oliveira / Volta Redonda
016,Mirassol / SP,Ypiranga / RS,05/06/2021,17:00,José Maria de Campos Maia / Mirassol
017,Paraná / PR,Botafogo / SP,05/06/2021,19:00,Durival Britto e Silva / Curitiba
018,Figueirense / SC,Oeste / SP,05/06/2021,16:00,Orlando Scarpelli / Florianopolis
019,Ituano / SP,Novorizontino / SP,05/06/2021,11:00,Novelli Junior / Itu
020,São José / RS,Criciúma / SC,06/06/2021,18:00,Francisco Novelletto Neto / Porto Alegre
021,Manaus / AM,Floresta / CE,12/06/2021,17:00,Arena da Amazônia / Manaus
022,Ferroviário / CE,Santa Cruz / PE,14/06/2021,20:00,Governador Plácido Aderaldo Castelo / Fortaleza
023,Jacuipense / BA,Paysandu / PA,12/06/2021,19:00,Roberto Santos / Salvador
024,Botafogo / PB,Volta Redonda / RJ,13/06/2021,16:00,José Américo de Almeida Filho / Joao Pessoa
