Game,Home,Away,Date,Time,Stadium
002,Santos / AP,Princesa do Solimões / AM,20/07/2014,16:00,Estádio Milton Corrêa / Macapá
003,Genus / RO,Atlético / AC,30/07/2014,21:00,Aluízio Ferreira / Porto Velho/RO
004,Guarany / CE,Ríver / PI,20/07/2014,16:00,Estádio Plácido Aderaldo Castelo / Sobral
005,Remo / PA,Moto Club / MA,20/07/2014,15:30,São Benedito / Braganca
006,Baraúnas / RN,Central / PE,20/07/2014,16:00,Leonardo Nogueira / Mossoró
007,Coruripe / AL,Jacuipense / BA,20/07/2014,16:00,Gerson Amaral / Coruripe
008,Porto / PE,Globo / RN,20/07/2014,16:00,Luiz José de Lacerda / Caruaru
009,Vitória da Conquista / BA,Betim / MG,19/07/2014,16:00,Lomanto Junior / Vitoria da Conquista
010,Villa Nova / MG,Brasiliense / DF,20/07/2014,16:00,Castor Cifuentes / Nova Lima
011,Itaporã / MS,Anapolina / GO,20/07/2014,17:00,Estádio Fredis Saldivar / Dourados
012,Luziânia / DF,Tombense / MG,20/07/2014,16:00,Zequinha Roriz / Luziania
013,Goianesia / GO,Operário / MT,20/07/2014,16:00,Waldeir José de Oliveira / Goianesia
014,Cabofriense / RJ,Guarani / SC,19/07/2014,19:30,Alair Corrêa / Cabo Frio
015,Ituano / SP,Brasil / RS,19/07/2014,15:00,Novelli Junior / Itu
016,Metropolitano / SC,Boavista / RJ,20/07/2014,16:00,Complexo Esportivo SESI / Blumenau
017,Pelotas / RS,Penapolense / SP,20/07/2014,15:30,Antônio Vieira Ramos / Gravataí
018,Princesa do Solimões / AM,Rio Branco / AC,27/07/2014,17:00,/ 
019,Atlético / AC,Santos / AP,27/07/2014,19:00,Arena da Floresta / Rio Branco
020,São Raimundo / RR,Genus / RO,27/07/2014,17:00,Raimundo Ribeiro de Souza / Boa Vista
021,Ríver / PI,Remo / PA,27/07/2014,16:00,Governador Alberto Tavares Silva / Teresina
022,Moto Club / MA,Interporto / TO,27/07/2014,17:00,Estádio Governador João Castelo / São Luis
023,Central / PE,Campinense / PB,27/07/2014,16:00,Luiz José de Lacerda / Caruaru
024,Jacuipense / BA,Baraúnas / RN,27/07/2014,16:00,Alberto Oliveira / Feira de Santana
025,Confiança / SE,Porto / PE,27/07/2014,16:00,Presidente Médici / Itabaiana
026,Globo / RN,Vitória da Conquista / BA,27/07/2014,16:00,Manoel Dantas Barretto / Ceará-Mirim
027,Brasiliense / DF,Estrela do Norte / ES,27/07/2014,16:00,Elmo Serejo Farias / Taguatinga
028,Anapolina / GO,Villa Nova / MG,27/07/2014,16:00,Jonas Duarte / Anápolis
029,Grêmio Barueri / SP,Luziânia / DF,27/07/2014,16:00,Estádio Municipal Barueri / Barueri
030,Tombense / MG,Goianesia / GO,26/07/2014,16:00,Antônio Guimarães de Almeida / Tombos
031,Guarani / SC,Maringá / PR,27/07/2014,16:00,Renato Silveira / Palhoca
032,Brasil / RS,Cabofriense / RJ,27/07/2014,16:00,Antônio Vieira Ramos / Gravataí
033,Londrina / PR,Metropolitano / SC,27/07/2014,16:00,Municipal Jacy Scaff / Londrina
034,Boavista / RJ,Pelotas / RS,26/07/2014,15:00,Eucy Resende de Mendonça / Saquarema
035,Atlético / AC,São Raimundo / RR,03/08/2014,19:00,Arena da Floresta / Rio Branco
036,Santos / AP,Rio Branco / AC,03/08/2014,16:00,Estádio Milton Corrêa / Macapá
037,Genus / RO,Princesa do Solimões / AM,03/08/2014,17:00,Aluízio Ferreira / Porto Velho/RO
038,Guarany / CE,Interporto / TO,10/08/2014,16:00,Estádio Plácido Aderaldo Castelo / Sobral
039,Ríver / PI,Moto Club / MA,10/08/2014,17:00,Governador Alberto Tavares Silva / Teresina
040,Baraúnas / RN,Coruripe / AL,03/08/2014,16:00,Leonardo Nogueira / Mossoró
041,Campinense / PB,Jacuipense / BA,02/08/2014,16:00,Estádio José Américo de Almeida Filho / João Pessoa
042,Betim / MG,Globo / RN,02/08/2014,16:00,Estádio Municipal João Lamego Neto / Ipatinga
043,Vitória da Conquista / BA,Confiança / SE,02/08/2014,16:00,Lomanto Junior / Vitoria da Conquista
044,Villa Nova / MG,Itaporã / MS,03/08/2014,16:00,Castor Cifuentes / Nova Lima
045,Estrela do Norte / ES,Anapolina / GO,02/08/2014,16:00,Mário Monteiro / Cachoeiro de Itapemirim
046,Operário / MT,Tombense / MG,03/08/2014,17:00,Arena Pantanal / Cuiabá
047,Goianesia / GO,Grêmio Barueri / SP,03/08/2014,16:00,Waldeir José de Oliveira / Goianesia
048,Cabofriense / RJ,Ituano / SP,02/08/2014,19:30,Alair Corrêa / Cabo Frio
049,Maringá / PR,Brasil / RS,03/08/2014,16:00,Willie Davids / Maringa
050,Penapolense / SP,Boavista / RJ,02/08/2014,15:00,Tenente Carriço / Penápolis
051,Pelotas / RS,Londrina / PR,03/08/2014,15:30,Boca do Lobo / Pelotas
052,Princesa do Solimões / AM,Atlético / AC,09/08/2014,21:00,/ 
053,São Raimundo / RR,Santos / AP,10/08/2014,17:00,Raimundo Ribeiro de Souza / Boa Vista
054,Rio Branco / AC,Genus / RO,10/08/2014,19:00,Arena da Floresta / Rio Branco
055,Interporto / TO,Remo / PA,02/08/2014,16:00,General Sampaio / Porto Nacional
056,Moto Club / MA,Guarany / CE,03/08/2014,17:00,Estádio Governador João Castelo / São Luis
057,Central / PE,Coruripe / AL,10/08/2014,16:00,Luiz José de Lacerda / Caruaru
058,Campinense / PB,Baraúnas / RN,10/08/2014,16:00,Ernani Sátyro / Campina Grande
059,Betim / MG,Porto / PE,09/08/2014,16:00,Estádio Municipal João Lamego Neto / Ipatinga
060,Globo / RN,Confiança / SE,10/08/2014,16:00,Manoel Dantas Barretto / Ceará-Mirim
061,Brasiliense / DF,Itaporã / MS,10/08/2014,16:00,Mª de Lourdes Abadia / Ceilândia
062,Estrela do Norte / ES,Villa Nova / MG,09/08/2014,16:00,Mário Monteiro / Cachoeiro de Itapemirim
063,Operário / MT,Luziânia / DF,10/08/2014,19:00,Arena Pantanal / Cuiabá
064,Tombense / MG,Grêmio Barueri / SP,09/08/2014,16:00,Antônio Guimarães de Almeida / Tombos
065,Guarani / SC,Ituano / SP,10/08/2014,16:00,Renato Silveira / Palhoca
067,Penapolense / SP,Metropolitano / SC,09/08/2014,15:00,Tenente Carriço / Penápolis
068,Boavista / RJ,Londrina / PR,09/08/2014,15:00,Eucy Resende de Mendonça / Saquarema
069,Rio Branco / AC,Atlético / AC,17/08/2014,19:00,Arena da Floresta / Rio Branco
070,São Raimundo / RR,Princesa do Solimões / AM,17/08/2014,17:00,Raimundo Ribeiro de Souza / Boa Vista
071,Santos / AP,Genus / RO,17/08/2014,16:00,Estádio Milton Corrêa / Macapá
072,Interporto / TO,Ríver / PI,19/08/2014,20:30,General Sampaio / Porto Nacional
073,Remo / PA,Guarany / CE,17/08/2014,15:30,São Benedito / Braganca
074,Coruripe / AL,Campinense / PB,17/08/2014,16:00,Gerson Amaral / Coruripe
075,Jacuipense / BA,Central / PE,17/08/2014,16:00,Alberto Oliveira / Feira de Santana
076,Confiança / SE,Betim / MG,17/08/2014,16:00,Presidente Médici / Itabaiana
077,Porto / PE,Vitória da Conquista / BA,18/08/2014,20:00,Luiz José de Lacerda / Caruaru
078,Itaporã / MS,Estrela do Norte / ES,17/08/2014,17:00,Francisco Chaves Filho / Itaporã
079,Anapolina / GO,Brasiliense / DF,17/08/2014,16:00,Jonas Duarte / Anápolis
