Game,Home,Away,Date,Time,Stadium
001,Ríver / PI,Bahia / BA,05/02/2020,21:30,Governador Alberto Silva / Teresina
002,São Luiz / RS,América / RN,05/02/2020,20:30,19 de Outubro / Ijui
003,Coruripe / AL,Juventude / RS,05/02/2020,15:30,Gerson Amaral / Coruripe
004,XV de Piracicaba / SP,Londrina / PR,05/02/2020,20:30,Barão de Serra Negra / Piracicaba
005,Caxias / RS,Botafogo / RJ,05/02/2020,21:30,Francisco Stédile / Caxias do Sul
006,Toledo / PR,Náutico / PE,12/02/2020,21:30,14 de Dezembro / Toledo
007,Palmas / TO,Paraná / PR,05/02/2020,21:30,Nilton Santos / Palmas
008,Bahia de Feira / BA,Luverdense / MT,05/02/2020,20:30,Professor Jodilton Souza   / Feira de Santana
009,Brusque / SC,Sport / PE,12/02/2020,19:15,Augusto Bauer / Brusque
010,Frei Paulistano / SE,Remo / PA,12/02/2020,16:00,Jairton Menezes de Mendonça  / Frei Paulo
011,Manaus / AM,Coritiba / PR,12/02/2020,22:30,Arena da Amazônia / Manaus
012,Gama / DF,Brasil / RS,12/02/2020,20:30,Valmir Campelo Bezerra / Gama
013,São Raimundo / RR,Cruzeiro / MG,13/02/2020,21:30,Flamarion Vasconcelos / Boa Vista
014,Vilhenense / RO,Boa / MG,05/02/2020,20:30,Arnaldo Lopes Martins / Vilhena
015,Brasiliense / DF,Paysandu / PA,06/02/2020,19:15,José Roriz Aguiar / Luziania
016,Independente / PA,CRB / AL,05/02/2020,15:30,Evandro Almeida / Belem
017,Moto Club / MA,Fluminense / RJ,26/02/2020,21:30,Governador João Castelo / Sao Luis
018,Atlético / BA,Botafogo / PB,12/02/2020,20:30,Antônio Carneiro / Alagoinhas
019,Novorizontino / SP,Figueirense / SC,06/02/2020,16:30,Dr. Jorge Ismael de Biasi / Novo Horizonte
020,Vitória / ES,CSA / AL,06/02/2020,20:30,Salvador Venâncio da Costa / Vitoria
021,Boavista / RJ,Chapecoense / SC,19/02/2020,19:15,Elcyr Resende de Mendonça / Saquarema
