Game,Home,Away,Date,Time,Stadium
001,Ypiranga / RS,Aparecidense / GO,09/04/2022,11:00,Colosso da Lagoa / Erechim
002,Botafogo / PB,São José / RS,09/04/2022,18:00,José Américo de Almeida Filho / Joao Pessoa
003,Atlético / CE,Campinense / PB,09/04/2022,15:00,Horácio Domingos de Sousa / Horizonte
004,ABC / RN,Paysandu / PA,20/04/2022,19:00,Maria Lamas Farache / Natal
005,Brasil / RS,Manaus / AM,11/04/2022,20:00,Bento da Silva Freitas / Pelotas
006,Altos / PI,Botafogo / SP,10/04/2022,18:00,Lindolfo Monteiro / Teresina
007,Mirassol / SP,Ferroviário / CE,10/04/2022,19:00,José Maria de Campos Maia / Mirassol
008,Volta Redonda / RJ,Figueirense / SC,09/04/2022,19:00,Sylvio Raulino de Oliveira / Volta Redonda
009,Remo / PA,Vitória / BA,09/04/2022,17:00,Evandro Almeida / Belem
010,Floresta / CE,Confiança / SE,10/04/2022,16:00,João Ronaldo / Pacajus
011,São José / RS,Volta Redonda / RJ,16/04/2022,11:00,Francisco Novelletto Neto / Porto Alegre
012,Campinense / PB,Brasil / RS,17/04/2022,17:00,Ernani Sátyro / Campina Grande
013,Confiança / SE,Ypiranga / RS,16/04/2022,16:00,Lourival Baptista / Aracaju
014,Vitória / BA,Floresta / CE,16/04/2022,21:00,Manoel Barradas / Salvador
015,Botafogo / SP,Botafogo / PB,17/04/2022,11:00,Santa Cruz / Ribeirao Preto
016,Manaus / AM,Remo / PA,16/04/2022,19:00,Arena da Amazônia / Manaus
017,Figueirense / SC,Altos / PI,18/04/2022,20:00,Orlando Scarpelli / Florianopolis
018,Aparecidense / GO,Mirassol / SP,17/04/2022,16:00,Anibal Batista de Toledo / Aparecida de Goiania
019,Ferroviário / CE,ABC / RN,16/04/2022,17:00,Mauro Castelo Branco Sampaio / Juazeiro do Norte
020,Paysandu / PA,Atlético / CE,17/04/2022,19:00,Arena do Município Verde / Paragominas
021,Ypiranga / RS,Vitória / BA,24/04/2022,18:00,Colosso da Lagoa / Erechim
022,Botafogo / PB,Confiança / SE,23/04/2022,16:00,José Américo de Almeida Filho / Joao Pessoa
023,Atlético / CE,Ferroviário / CE,23/04/2022,17:00,Mauro Castelo Branco Sampaio / Juazeiro do Norte
