Game,Home,Away,Date,Time,Stadium
001,Vasco da Gama / RJ,Operário / PR,29/05/2021,11:00,São Januário / Rio de Janeiro
002,Vila Nova / GO,Botafogo / RJ,28/05/2021,21:30,Onésio Brasileiro Alvarenga / Goiania
003,Guarani / SP,Vitória / BA,28/05/2021,19:00,Brinco de Ouro da Princesa / Campinas
004,Náutico / PE,CSA / AL,28/05/2021,21:30,Eládio de Barros Carvalho / Recife
005,Brasil / RS,Londrina / PR,28/05/2021,16:00,Bento da Silva Freitas / Pelotas
006,CRB / AL,Remo / PA,29/05/2021,16:00,Rei Pelé / Maceio
007,Coritiba / PR,Avaí / SC,29/05/2021,18:15,Major Antônio Couto Pereira / Curitiba
008,Brusque / SC,Ponte Preta / SP,30/05/2021,11:00,Augusto Bauer / Brusque
009,Confiança / SE,Cruzeiro / MG,29/05/2021,16:30,Lourival Baptista / Aracaju
010,Sampaio Corrêa / MA,Goiás / GO,31/05/2021,20:00,Governador João Castelo / Sao Luis
011,Botafogo / RJ,Coritiba / PR,05/06/2021,21:00,Nilton Santos / Rio de Janeiro
012,Goiás / GO,Confiança / SE,04/06/2021,17:30,Hailé Pinheiro / Goiania
013,Ponte Preta / SP,Vasco da Gama / RJ,06/06/2021,16:00,Moisés Lucarelli / Campinas
014,Cruzeiro / MG,CRB / AL,06/06/2021,18:15,Magalhães Pinto / Belo Horizonte
015,Londrina / PR,Brusque / SC,05/06/2021,11:00,Jacy Scaff / Londrina
016,CSA / AL,Sampaio Corrêa / MA,05/06/2021,16:30,Rei Pelé / Maceio
017,Operário / PR,Guarani / SP,01/06/2021,19:00,Major Antônio Couto Pereira / Curitiba
018,Avaí / SC,Vila Nova / GO,06/06/2021,20:30,Aderbal Ramos da Silva / Florianopolis
019,Vitória / BA,Náutico / PE,07/06/2021,20:00,Manoel Barradas / Salvador
020,Remo / PA,Brasil / RS,05/06/2021,19:00,Evandro Almeida / Belem
021,Botafogo / RJ,Remo / PA,13/06/2021,16:00,Sylvio Raulino de Oliveira / Volta Redonda
022,Vila Nova / GO,CSA / AL,12/06/2021,19:00,Anibal Batista de Toledo / Aparecida de Goiania
023,Guarani / SP,Náutico / PE,11/06/2021,21:30,Brinco de Ouro da Princesa / Campinas
024,Cruzeiro / MG,Goiás / GO,12/06/2021,21:00,Magalhães Pinto / Belo Horizonte
025,Brasil / RS,Vasco da Gama / RJ,12/06/2021,19:00,Bento da Silva Freitas / Pelotas
026,CRB / AL,Confiança / SE,12/06/2021,16:30,Rei Pelé / Maceio
027,Coritiba / PR,Londrina / PR,13/06/2021,20:30,Major Antônio Couto Pereira / Curitiba
028,Avaí / SC,Brusque / SC,13/06/2021,16:00,Aderbal Ramos da Silva / Florianopolis
029,Vitória / BA,Operário / PR,13/06/2021,20:30,Manoel Barradas / Salvador
030,Sampaio Corrêa / MA,Ponte Preta / SP,11/06/2021,19:00,Governador João Castelo / Sao Luis
031,Vasco da Gama / RJ,Avaí / SC,16/06/2021,19:00,São Januário / Rio de Janeiro
032,Goiás / GO,CRB / AL,15/06/2021,21:30,Hailé Pinheiro / Goiania
033,Ponte Preta / SP,Cruzeiro / MG,16/06/2021,21:30,Moisés Lucarelli / Campinas
034,Náutico / PE,Vila Nova / GO,15/06/2021,19:00,Eládio de Barros Carvalho / Recife
035,Londrina / PR,Botafogo / RJ,17/06/2021,19:00,Jacy Scaff / Londrina
036,CSA / AL,Guarani / SP,15/06/2021,19:00,Rei Pelé / Maceio
037,Operário / PR,Sampaio Corrêa / MA,16/06/2021,18:00,Germano Kruger / Ponta Grossa
038,Brusque / SC,Coritiba / PR,03/08/2021,19:00,Augusto Bauer / Brusque
039,Confiança / SE,Brasil / RS,15/06/2021,21:30,Lourival Baptista / Aracaju
040,Remo / PA,Vitória / BA,16/06/2021,16:00,Evandro Almeida / Belem
041,Vasco da Gama / RJ,CRB / AL,19/06/2021,16:30,São Januário / Rio de Janeiro
042,Vila Nova / GO,Coritiba / PR,19/06/2021,21:00,Anibal Batista de Toledo / Aparecida de Goiania
043,Guarani / SP,Ponte Preta / SP,19/06/2021,18:30,Brinco de Ouro da Princesa / Campinas
044,Náutico / PE,Botafogo / RJ,20/06/2021,16:00,Eládio de Barros Carvalho / Recife
045,Brasil / RS,Goiás / GO,18/06/2021,21:30,Bento da Silva Freitas / Pelotas
046,CSA / AL,Londrina / PR,20/06/2021,20:30,Rei Pelé / Maceio
047,Operário / PR,Cruzeiro / MG,19/06/2021,19:00,Germano Kruger / Ponta Grossa
048,Avaí / SC,Remo / PA,28/07/2021,19:00,Aderbal Ramos da Silva / Florianopolis
049,Vitória / BA,Brusque / SC,19/06/2021,19:00,Manoel Barradas / Salvador
050,Sampaio Corrêa / MA,Confiança / SE,19/06/2021,21:00,Governador João Castelo / Sao Luis
051,Botafogo / RJ,CSA / AL,27/07/2021,21:30,Nilton Santos / Rio de Janeiro
052,Goiás / GO,Avaí / SC,22/06/2021,19:00,Hailé Pinheiro / Goiania
053,Ponte Preta / SP,Operário / PR,22/06/2021,19:00,Moisés Lucarelli / Campinas
054,Cruzeiro / MG,Vasco da Gama / RJ,24/06/2021,21:30,Magalhães Pinto / Belo Horizonte
055,Londrina / PR,Náutico / PE,23/06/2021,16:00,Jacy Scaff / Londrina
056,CRB / AL,Brasil / RS,22/06/2021,21:30,Rei Pelé / Maceio
057,Coritiba / PR,Vitória / BA,22/06/2021,21:30,Major Antônio Couto Pereira / Curitiba
058,Brusque / SC,Sampaio Corrêa / MA,22/06/2021,16:30,Augusto Bauer / Brusque
059,Confiança / SE,Vila Nova / GO,22/06/2021,16:30,Lourival Baptista / Aracaju
060,Remo / PA,Guarani / SP,22/06/2021,21:30,Evandro Almeida / Belem
061,Vasco da Gama / RJ,Brusque / SC,27/06/2021,21:00,São Januário / Rio de Janeiro
062,Vila Nova / GO,Goiás / GO,25/06/2021,21:30,Onésio Brasileiro Alvarenga / Goiania
063,Guarani / SP,Coritiba / PR,25/06/2021,19:00,Brinco de Ouro da Princesa / Campinas
064,Náutico / PE,Remo / PA,26/06/2021,21:00,Eládio de Barros Carvalho / Recife
065,Brasil / RS,Ponte Preta / SP,25/06/2021,19:00,Bento da Silva Freitas / Pelotas
066,CSA / AL,Cruzeiro / MG,27/06/2021,20:30,Rei Pelé / Maceio
067,Operário / PR,Confiança / SE,25/06/2021,19:00,Germano Kruger / Ponta Grossa
068,Avaí / SC,CRB / AL,25/06/2021,16:30,Aderbal Ramos da Silva / Florianopolis
069,Vitória / BA,Londrina / PR,26/06/2021,18:30,Manoel Barradas / Salvador
070,Sampaio Corrêa / MA,Botafogo / RJ,26/06/2021,16:30,Governador João Castelo / Sao Luis
071,Botafogo / RJ,Vitória / BA,30/06/2021,21:30,Sylvio Raulino de Oliveira / Volta Redonda
072,Goiás / GO,Vasco da Gama / RJ,30/06/2021,19:00,Hailé Pinheiro / Goiania
073,Ponte Preta / SP,CSA / AL,30/06/2021,16:30,Moisés Lucarelli / Campinas
074,Cruzeiro / MG,Guarani / SP,30/06/2021,19:00,Magalhães Pinto / Belo Horizonte
075,Londrina / PR,Avaí / SC,30/06/2021,19:00,Jacy Scaff / Londrina
076,CRB / AL,Náutico / PE,29/06/2021,21:30,Rei Pelé / Maceio
077,Operário / PR,Vila Nova / GO,28/06/2021,18:00,Germano Kruger / Ponta Grossa
078,Brusque / SC,Brasil / RS,30/06/2021,17:00,Augusto Bauer / Brusque
079,Confiança / SE,Coritiba / PR,29/06/2021,19:00,Lourival Baptista / Aracaju
080,Remo / PA,Sampaio Corrêa / MA,29/06/2021,21:30,Evandro Almeida / Belem
081,Vasco da Gama / RJ,Confiança / SE,03/07/2021,16:30,São Januário / Rio de Janeiro
082,Vila Nova / GO,Ponte Preta / SP,03/07/2021,21:30,Onésio Brasileiro Alvarenga / Goiania
083,Guarani / SP,Brusque / SC,04/07/2021,11:00,Brinco de Ouro da Princesa / Campinas
084,Náutico / PE,Operário / PR,02/07/2021,19:00,Eládio de Barros Carvalho / Recife
085,Brasil / RS,Cruzeiro / MG,03/07/2021,19:00,Bento da Silva Freitas / Pelotas
086,CSA / AL,CRB / AL,03/07/2021,18:30,Rei Pelé / Maceio
087,Coritiba / PR,Remo / PA,02/07/2021,19:00,Major Antônio Couto Pereira / Curitiba
088,Avaí / SC,Botafogo / RJ,03/07/2021,21:00,Aderbal Ramos da Silva / Florianopolis
089,Vitória / BA,Goiás / GO,03/07/2021,21:30,Manoel Barradas / Salvador
090,Sampaio Corrêa / MA,Londrina / PR,03/07/2021,19:00,Governador João Castelo / Sao Luis
091,Vasco da Gama / RJ,Sampaio Corrêa / MA,09/07/2021,19:00,São Januário / Rio de Janeiro
092,Goiás / GO,Náutico / PE,09/07/2021,21:30,Hailé Pinheiro / Goiania
093,Ponte Preta / SP,Avaí / SC,06/07/2021,19:00,Moisés Lucarelli / Campinas
094,Cruzeiro / MG,Coritiba / PR,06/07/2021,19:00,Magalhães Pinto / Belo Horizonte
095,Londrina / PR,Guarani / SP,09/07/2021,19:00,Jacy Scaff / Londrina
096,CRB / AL,Botafogo / RJ,06/07/2021,21:30,Rei Pelé / Maceio
097,Operário / PR,Brasil / RS,10/07/2021,11:00,Germano Kruger / Ponta Grossa
098,Brusque / SC,CSA / AL,11/07/2021,20:30,Augusto Bauer / Brusque
099,Confiança / SE,Vitória / BA,10/07/2021,19:00,Lourival Baptista / Aracaju
100,Remo / PA,Vila Nova / GO,08/07/2021,21:00,Evandro Almeida / Belem
101,Botafogo / RJ,Cruzeiro / MG,10/07/2021,16:30,Nilton Santos / Rio de Janeiro
102,Vila Nova / GO,Brasil / RS,13/07/2021,16:00,Onésio Brasileiro Alvarenga / Goiania
103,Guarani / SP,CRB / AL,13/07/2021,19:00,Brinco de Ouro da Princesa / Campinas
104,Náutico / PE,Ponte Preta / SP,12/07/2021,20:00,Eládio de Barros Carvalho / Recife
105,Londrina / PR,Operário / PR,13/07/2021,21:30,Jacy Scaff / Londrina
106,CSA / AL,Goiás / GO,14/07/2021,19:00,Rei Pelé / Maceio
107,Coritiba / PR,Vasco da Gama / RJ,13/07/2021,21:30,Major Antônio Couto Pereira / Curitiba
108,Avaí / SC,Confiança / SE,13/07/2021,19:00,Aderbal Ramos da Silva / Florianopolis
109,Vitória / BA,Sampaio Corrêa / MA,13/07/2021,21:30,Manoel Barradas / Salvador
110,Remo / PA,Brusque / SC,14/07/2021,21:30,Evandro Almeida / Belem
111,Vasco da Gama / RJ,Náutico / PE,18/07/2021,16:00,São Januário / Rio de Janeiro
112,Goiás / GO,Londrina / PR,17/07/2021,16:00,Hailé Pinheiro / Goiania
113,Ponte Preta / SP,Remo / PA,17/07/2021,18:30,Moisés Lucarelli / Campinas
114,Cruzeiro / MG,Avaí / SC,17/07/2021,16:30,Magalhães Pinto / Belo Horizonte
115,Brasil / RS,Vitória / BA,17/07/2021,11:00,Bento da Silva Freitas / Pelotas
116,CRB / AL,Vila Nova / GO,18/07/2021,20:30,Rei Pelé / Maceio
117,Operário / PR,CSA / AL,17/07/2021,19:00,Germano Kruger / Ponta Grossa
118,Brusque / SC,Botafogo / RJ,17/07/2021,19:00,Augusto Bauer / Brusque
119,Confiança / SE,Guarani / SP,16/07/2021,19:00,Lourival Baptista / Aracaju
120,Sampaio Corrêa / MA,Coritiba / PR,16/07/2021,21:30,Governador João Castelo / Sao Luis
121,Botafogo / RJ,Goiás / GO,20/07/2021,19:00,Nilton Santos / Rio de Janeiro
122,Vila Nova / GO,Brusque / SC,21/07/2021,16:00,Onésio Brasileiro Alvarenga / Goiania
123,Guarani / SP,Sampaio Corrêa / MA,20/07/2021,19:00,Brinco de Ouro da Princesa / Campinas
124,Náutico / PE,Brasil / RS,21/07/2021,21:30,Eládio de Barros Carvalho / Recife
125,Londrina / PR,Confiança / SE,20/07/2021,19:00,Jacy Scaff / Londrina
126,CSA / AL,Vasco da Gama / RJ,21/07/2021,21:30,Rei Pelé / Maceio
127,Coritiba / PR,CRB / AL,22/07/2021,19:00,Major Antônio Couto Pereira / Curitiba
128,Avaí / SC,Operário / PR,22/07/2021,21:30,Aderbal Ramos da Silva / Florianopolis
129,Vitória / BA,Ponte Preta / SP,20/07/2021,21:30,Manoel Barradas / Salvador
130,Remo / PA,Cruzeiro / MG,20/07/2021,19:00,Evandro Almeida / Belem
131,Vasco da Gama / RJ,Guarani / SP,24/07/2021,21:00,São Januário / Rio de Janeiro
132,Vila Nova / GO,Cruzeiro / MG,24/07/2021,16:30,Onésio Brasileiro Alvarenga / Goiania
133,Ponte Preta / SP,Goiás / GO,23/07/2021,20:00,Moisés Lucarelli / Campinas
134,Náutico / PE,Brusque / SC,24/07/2021,19:30,Eládio de Barros Carvalho / Recife
135,Londrina / PR,Remo / PA,23/07/2021,16:00,Jacy Scaff / Londrina
136,CSA / AL,Vitória / BA,24/07/2021,21:00,Rei Pelé / Maceio
137,Operário / PR,Coritiba / PR,25/07/2021,18:15,Germano Kruger / Ponta Grossa
138,Avaí / SC,Brasil / RS,25/07/2021,20:30,Aderbal Ramos da Silva / Florianopolis
139,Confiança / SE,Botafogo / RJ,24/07/2021,16:30,Lourival Baptista / Aracaju
140,Sampaio Corrêa / MA,CRB / AL,25/07/2021,20:30,Governador João Castelo / Sao Luis
141,Botafogo / RJ,Vasco da Gama / RJ,31/07/2021,21:00,Nilton Santos / Rio de Janeiro
142,Goiás / GO,Operário / PR,30/07/2021,16:00,Hailé Pinheiro / Goiania
143,Guarani / SP,Vila Nova / GO,31/07/2021,11:00,Brinco de Ouro da Princesa / Campinas
144,Cruzeiro / MG,Londrina / PR,30/07/2021,21:30,Magalhães Pinto / Belo Horizonte
145,Brasil / RS,Sampaio Corrêa / MA,31/07/2021,19:00,Bento da Silva Freitas / Pelotas
146,CRB / AL,Ponte Preta / SP,01/08/2021,18:15,Rei Pelé / Maceio
147,Coritiba / PR,Náutico / PE,30/07/2021,20:00,Major Antônio Couto Pereira / Curitiba
148,Brusque / SC,Confiança / SE,31/07/2021,21:00,Augusto Bauer / Brusque
149,Vitória / BA,Avaí / SC,31/07/2021,16:30,Manoel Barradas / Salvador
150,Remo / PA,CSA / AL,01/08/2021,18:15,Evandro Almeida / Belem
151,Botafogo / RJ,Ponte Preta / SP,08/08/2021,20:30,Nilton Santos / Rio de Janeiro
152,Vila Nova / GO,Sampaio Corrêa / MA,07/08/2021,21:30,Onésio Brasileiro Alvarenga / Goiania
153,Guarani / SP,Brasil / RS,06/08/2021,19:00,Brinco de Ouro da Princesa / Campinas
154,Náutico / PE,Confiança / SE,07/08/2021,16:30,Eládio de Barros Carvalho / Recife
155,Londrina / PR,CRB / AL,08/08/2021,20:30,Jacy Scaff / Londrina
156,CSA / AL,Avaí / SC,07/08/2021,19:00,Rei Pelé / Maceio
157,Coritiba / PR,Goiás / GO,06/08/2021,19:30,Major Antônio Couto Pereira / Curitiba
158,Brusque / SC,Cruzeiro / MG,07/08/2021,11:00,Augusto Bauer / Brusque
159,Vitória / BA,Vasco da Gama / RJ,07/08/2021,19:30,Manoel Barradas / Salvador
160,Remo / PA,Operário / PR,06/08/2021,16:00,Evandro Almeida / Belem
