Game,Home,Away,Date,Time,Stadium
001,Cruzeiro / MG,Botafogo / SP,08/08/2020,19:00,Magalhães Pinto / Belo Horizonte
002,Avaí / SC,Náutico / PE,08/08/2020,19:00,Aderbal Ramos da Silva / Florianopolis
003,CSA / AL,Guarani / SP,08/08/2020,21:00,Rei Pelé / Maceio
004,Ponte Preta / SP,América / MG,08/08/2020,21:00,Oswaldo Teixeira Duarte / Sao Paulo
005,Oeste / SP,Chapecoense / SC,09/08/2020,11:00,Arena Barueri / Barueri
006,Operário / PR,Figueirense / SC,08/08/2020,16:00,Germano Kruger / Ponta Grossa
007,Juventude / RS,CRB / AL,08/08/2020,11:00,Alfredo Jaconi / Caxias do Sul
008,Vitória / BA,Sampaio Corrêa / MA,08/08/2020,19:00,Manoel Barradas / Salvador
009,Confiança / SE,Paraná / PR,07/08/2020,21:30,Lourival Baptista / Aracaju
010,Cuiabá / MT,Brasil / RS,07/08/2020,19:15,Arena Pantanal / Cuiaba
011,América / MG,Cuiabá / MT,11/08/2020,21:30,Raimundo Sampaio / Belo Horizonte
012,Figueirense / SC,Vitória / BA,11/08/2020,21:30,Orlando Scarpelli / Florianopolis
013,CRB / AL,Oeste / SP,12/08/2020,17:00,Rei Pelé / Maceio
014,Guarani / SP,Cruzeiro / MG,11/08/2020,20:30,Brinco de Ouro da Princesa / Campinas
015,Botafogo / SP,Confiança / SE,11/08/2020,19:15,Santa Cruz / Ribeirao Preto
016,Paraná / PR,Avaí / SC,11/08/2020,20:30,Durival Britto e Silva / Curitiba
017,Brasil / RS,Ponte Preta / SP,11/08/2020,19:15,Bento da Silva Freitas / Pelotas
018,Náutico / PE,Operário / PR,11/08/2020,21:30,Eládio de Barros Carvalho / Recife
019,Sampaio Corrêa / MA,Juventude / RS,11/08/2020,19:15,Governador João Castelo / Sao Luis
020,Chapecoense / SC,CSA / AL,27/10/2020,19:00,Índio Condá / Chapeco
021,América / MG,Operário / PR,14/08/2020,19:15,Raimundo Sampaio / Belo Horizonte
022,Figueirense / SC,Cruzeiro / MG,16/08/2020,16:00,Orlando Scarpelli / Florianopolis
023,CSA / AL,Cuiabá / MT,16/09/2020,19:15,Rei Pelé / Maceio
024,Ponte Preta / SP,Vitória / BA,14/08/2020,20:30,Moisés Lucarelli / Campinas
025,Botafogo / SP,Guarani / SP,15/08/2020,11:00,Santa Cruz / Ribeirao Preto
026,Paraná / PR,Juventude / RS,14/08/2020,21:30,Durival Britto e Silva / Curitiba
027,Brasil / RS,Oeste / SP,15/08/2020,16:30,Bento da Silva Freitas / Pelotas
028,Náutico / PE,CRB / AL,15/08/2020,19:00,Eládio de Barros Carvalho / Recife
029,Confiança / SE,Avaí / SC,15/09/2020,19:15,Lourival Baptista / Aracaju
030,Chapecoense / SC,Sampaio Corrêa / MA,16/08/2020,11:00,Índio Condá / Chapeco
031,Cruzeiro / MG,Chapecoense / SC,20/08/2020,21:00,Magalhães Pinto / Belo Horizonte
032,Avaí / SC,Botafogo / SP,18/08/2020,19:15,Aderbal Ramos da Silva / Florianopolis
033,CRB / AL,Brasil / RS,18/08/2020,21:30,Rei Pelé / Maceio
