Game,Home,Away,Date,Time,Stadium
001,Paraná / PR,Ceará / CE,08/05/2015,21:00,Durival Britto e Silva / Curitiba
002,Atlético Goianiense / GO,Boa / MG,08/05/2015,19:30,Serra Dourada / Goiânia
003,Paysandu / PA,Botafogo / RJ,09/05/2015,21:00,Estádio Estadual Jornalista Edgar Augusto Proença  / Belém
004,Mogi Mirim / SP,Criciúma / SC,08/05/2015,21:50,Estádio Romildo Vitor Gomes Ferreira  / Mogi Mirim
005,Vitória / BA,Sampaio Corrêa / MA,09/05/2015,16:30,Manoel Barradas / Salvador
006,Macaé / RJ,Santa Cruz / PE,09/05/2015,16:30,Cláudio Moacyr de Azevedo / Macaé
007,América / MG,Bahia / BA,09/05/2015,16:30,Raimundo Sampaio / Belo Horizonte
008,Náutico / PE,Luverdense / MT,09/05/2015,16:30,Arena Pernambuco / 
009,ABC / RN,Oeste / SP,08/05/2015,19:30,Maria Lamas Farache / Natal
010,CRB / AL,Red Bull Bragantino / SP,09/05/2015,21:00,Rei Pelé / Maceio
011,Bahia / BA,Mogi Mirim / SP,15/05/2015,19:30,Governador Roberto Santos / Salvador
012,Criciúma / SC,ABC / RN,15/05/2015,21:50,Heriberto Hulse / Criciuma
013,Sampaio Corrêa / MA,Macaé / RJ,15/05/2015,19:30,Governador João Castelo / Sao Luis
014,Santa Cruz / PE,Paraná / PR,15/05/2015,19:30,José do Rego Maciel / Recife
015,Botafogo / RJ,CRB / AL,16/05/2015,16:30,Estádio Olímpico João Havelange / Rio de Janeiro
016,Red Bull Bragantino / SP,Paysandu / PA,16/05/2015,16:30,Nabi Abi Chedid / Bragança Paulista
017,Boa / MG,Náutico / PE,16/05/2015,16:30,Dilzon Melo / Varginha
018,Oeste / SP,Vitória / BA,16/05/2015,16:30,José Liberatti / Osasco
019,Ceará / CE,Atlético Goianiense / GO,16/05/2015,21:00,Presidente Vargas / Fortaleza
020,Luverdense / MT,América / MG,16/05/2015,21:00,Passo das Emas / Lucas do Rio Verde
021,Macaé / RJ,Oeste / SP,19/05/2015,19:30,Cláudio Moacyr de Azevedo / Macaé
022,Náutico / PE,Criciúma / SC,19/05/2015,21:50,Arena Pernambuco / São Lourenço da Mata
023,ABC / RN,Luverdense / MT,23/05/2015,21:00,Maria Lamas Farache / Natal
