Game,Home,Away,Date,Time,Stadium
001,Américano / RJ,Novorizontino / SP,23/04/2018,15:00,Cláudio Moacyr Azevedo / Macae
002,Madureira / RJ,Linense / SP,21/04/2018,15:00,Aniceto Moscoso / Rio de Janeiro
003,Ipora / GO,Corumbaense / MS,21/04/2018,15:30,Francisco José Ferreira / Ipora
004,Sergipe / SE,ASA / AL,21/04/2018,16:00,Lourival Baptista / Aracaju
005,São José / RS,Brusque / SC,21/04/2018,16:00,Passo D´areia / Porto Alegre
006,Ferroviária / SP,Novo Hamburgo / RS,21/04/2018,19:00,Ademar Pereira de Barros / Araraquara
007,Cordino / MA,Ferroviário / CE,22/04/2018,15:00,Leandro Cláudio da Silva / Barra do Corda
008,Ceilândia / DF,Sinop / MT,21/04/2018,16:00,Mª de Lourdes Abadia / Ceilândia
009,Macapá / AP,Rio Branco / AC,23/04/2018,20:00,Milton de Souza Correia / Macapa
010,São Raimundo / PA,Real Desportivo / RO,22/04/2018,16:00,Estadual de Santarém (jader Barbalho) / Santarem
011,4 de Julho / PI,Interporto / TO,22/04/2018,16:00,Arena Ytacoatiara / Piripiri
012,Sparta / TO,Altos / PI,22/04/2018,16:00,Leôncio Miranda / Araguaina
013,Guarani / CE,Belo Jardim / PE,22/04/2018,16:00,Mauro Castelo Branco Sampaio / Juazeiro do Norte
014,Jacuipense / BA,Central / PE,22/04/2018,15:00,Eliel Martins / Riachao do Jacuipe
015,Flamengo / PE,Murici / AL,22/04/2018,16:00,Aureo Bradley / Arcoverde
016,Campinense / PB,Fluminense de Feira / BA,22/04/2018,16:00,Ernani Sátyro / Campina Grande
017,Santa Rita / AL,Itabaiana / SE,22/04/2018,16:00,Olival Elias de Moraes / Boca da Mata
018,Espirito Santo / ES,URT / MG,21/04/2018,17:00,Kleber José de Andrade / Cariacica
019,Itumbiara / GO,Macaé / RJ,22/04/2018,16:00,Juscelino Kubitschek de Oliveira / Itumbiara
020,Uberlândia / MG,Atlético / ES,22/04/2018,16:00,Parque do Sabiá / Uberlandia
021,Maringá / PR,Caldense / MG,22/04/2018,16:00,Willie Davids / Maringa
022,Internacional / SC,Caxias / RS,22/04/2018,16:00,Vidal Ramos Júnior / Lages
023,Mirassol / SP,Nova Iguaçu / RJ,22/04/2018,16:00,José Maria de Campos Maia / Mirassol
024,Tubarão / SC,Cianorte / PR,22/04/2018,16:00,Domingos Silveira Gonzalez / Tubarao
025,Prudentópolis / PR,Mogi Mirim / SP,22/04/2018,17:00,Newton Agibert / Prudentópolis
026,Bare / RR,Manaus / AM,21/04/2018,17:30,Raimundo Ribeiro de Souza / Boa Vista
027,Nacional / AM,São Raimundo / RR,22/04/2018,17:00,Ismael Benigno / Manaus
028,ASSU / RN,Moto Club / MA,22/04/2018,17:00,Edgar Borges Montenegro / Assu
