Game,Home,Away,Date,Time,Stadium
001,São Raimundo / AM,São Raimundo / RR,17/04/2022,16:00,Ismael Benigno / Manaus
002,Nautico / RR,Porto Velho / RO,18/04/2022,20:30,Flamarion Vasconcelos / Boa Vista
003,Trem / AP,Rio Branco / AC,18/04/2022,20:15,Milton de Souza Correia / Macapa
004,Humaitá / AC,Amazonas / AM,17/04/2022,18:00,Arena Acreana / Rio Branco
005,4 de Julho / PI,Pacajus / CE,17/04/2022,16:00,Arena Ytacoatiara / Piripiri
006,Tocantinópolis / TO,Tuna Luso / PA,17/04/2022,16:00,João Ribeiro / Tocantinopolis
007,Castanhal / PA,Moto Club / MA,17/04/2022,15:00,São Benedito / Braganca
008,Juventude / MA,Fluminense / PI,17/04/2022,15:30,Estádio Municipal Marcos Pinheiro Neto / Sao Mateus do Maranhao
009,América / RN,Sousa / PB,17/04/2022,16:00,Arena das Dunas / Natal
010,São Paulo Crystal / PB,Afogados / PE,17/04/2022,15:00,Estádio Municipal O Carneirão / Cruz do Espirito Santo
011,Retrô / PE,Crato / CE,17/04/2022,16:00,Adelmar da Costa Carvalho / Recife
012,Icasa / CE,Globo / RN,17/04/2022,16:00,Mauro Castelo Branco Sampaio / Juazeiro do Norte
013,Lagarto / SE,Santa Cruz / PE,17/04/2022,16:00,Paulo Barreto de Menezes / Lagarto
014,Juazeirense / BA,CSE / AL,17/04/2022,16:00,Adauto Moraes / Juazeiro
015,ASA / AL,Atlético / BA,17/04/2022,16:00,Coaracy da Mata Fonseca / Arapiraca
016,Jacuipense / BA,Sergipe / SE,17/04/2022,16:00,Eliel Martins / Riachao do Jacuipe
017,Ceilândia / DF,Costa Rica / MS,17/04/2022,15:00,Mª de Lourdes Abadia / Ceilândia
018,Ipora / GO,Operário / MT,17/04/2022,15:30,Francisco José Ferreira / Ipora
019,Ação / MT,Gremio Anapolis / GO,17/04/2022,16:00,Benedito Laurindo de Souza / Varzea Grande
020,Anápolis / GO,Brasiliense / DF,17/04/2022,16:00,Jonas Ferreira Duarte / Anapolis
021,Nova Venecia / ES,Bahia de Feira / BA,17/04/2022,15:00,Zenor Pedrosa Rocha / Nova Venecia
022,Caldense / MG,Inter de Limeira / SP,17/04/2022,16:00,Ronaldo Junqueira / Pocos de Caldas
023,Ferroviária / SP,URT / MG,17/04/2022,17:00,Ademar Pereira de Barros / Araraquara
024,Pouso Alegre / MG,Real Noroeste / ES,17/04/2022,17:30,Irmão Gino Maria Rossi / Pouso Alegre
025,Nova Iguaçu / RJ,Cianorte / PR,17/04/2022,15:00,Jânio Moraes / Nova Iguacu
026,Oeste / SP,Paraná / PR,17/04/2022,16:00,Arena Barueri / Barueri
027,Pérolas Negras / RJ,Santo André / SP,17/04/2022,15:00,Municipal de Resende / Resende
028,Sao Bernardo / SP,Portuguesa / RJ,17/04/2022,16:00,1º de Maio / Sao Bernardo do Campo
029,Juventus / SC,São Luiz / RS,17/04/2022,16:00,João Marcatto / Jaragua do Sul
030,Cascavel / PR,Próspera / SC,17/04/2022,16:00,Arnaldo Busatto / Cascavel
031,Azuriz / PR,Caxias / RS,27/04/2022,20:00,Os Pioneiros / Pato Branco
032,Aimoré / RS,Marcílio Dias / SC,17/04/2022,15:00,João Corrêa da Silveira / Sao Leopoldo
033,Rio Branco / AC,São Raimundo / AM,24/04/2022,18:00,Antonio Aquino Lopes / Rio Branco
034,Porto Velho / RO,Humaitá / AC,23/04/2022,16:30,Aluizio Pinheiro Ferreira / Porto Velho
035,São Raimundo / RR,Trem / AP,24/04/2022,16:00,Vila Olímpica Roberto Marinho / Boa Vista
036,Amazonas / AM,Nautico / RR,24/04/2022,16:00,Ismael Benigno / Manaus
037,Moto Club / MA,4 de Julho / PI,24/04/2022,17:00,Nhozinho Santos / Sao Luis
038,Tuna Luso / PA,Juventude / MA,24/04/2022,15:00,Francisco Vasques / Belem
039,Pacajus / CE,Castanhal / PA,22/04/2022,20:00,João Ronaldo / Pacajus
040,Fluminense / PI,Tocantinópolis / TO,24/04/2022,16:00,Lindolfo Monteiro / Teresina
041,Crato / CE,América / RN,24/04/2022,15:00,Governador Virgilio Távora / Crato
042,Afogados / PE,Icasa / CE,24/04/2022,16:00,Valdemar Viana de Araújo / Afogados da Ingazeira
043,Sousa / PB,Retrô / PE,24/04/2022,16:00,Antônio Mariz / Sousa
044,Globo / RN,São Paulo Crystal / PB,24/04/2022,16:00,Manoel Dantas Barretto / Ceara-Mirim
045,Atlético / BA,Lagarto / SE,24/04/2022,16:00,Antônio Carneiro / Alagoinhas
046,CSE / AL,Jacuipense / BA,23/04/2022,16:00,Juca Sampaio / Palmeira dos Indios
047,Santa Cruz / PE,ASA / AL,23/04/2022,16:00,José do Rêgo Maciel / Recife
048,Sergipe / SE,Juazeirense / BA,24/04/2022,16:00,Lourival Baptista / Aracaju
049,Gremio Anapolis / GO,Ceilândia / DF,23/04/2022,16:00,Jonas Ferreira Duarte / Anapolis
050,Operário / MT,Anápolis / GO,23/04/2022,16:00,Benedito Laurindo de Souza / Varzea Grande
051,Costa Rica / MS,Ação / MT,27/04/2022,21:00,Laerte Paes Coelho / Costa Rica
052,Brasiliense / DF,Ipora / GO,24/04/2022,15:30,Ciro Machado do Espirito Santo  / Brasilia
053,URT / MG,Nova Venecia / ES,23/04/2022,16:00,Zama Maciel / Patos de Minas
054,Inter de Limeira / SP,Pouso Alegre / MG,23/04/2022,16:00,Major José Levy Sobrinho / Limeira
055,Bahia de Feira / BA,Ferroviária / SP,24/04/2022,16:00,Professor Jodilton Souza   / Feira de Santana
056,Real Noroeste / ES,Caldense / MG,24/04/2022,16:00,José Olimpio da Rocha / Aguia Branca
057,Santo André / SP,Nova Iguaçu / RJ,23/04/2022,15:00,Bruno José Daniel / Santo Andre
058,Paraná / PR,Sao Bernardo / SP,24/04/2022,16:00,Durival Britto e Silva / Curitiba
059,Cianorte / PR,Pérolas Negras / RJ,24/04/2022,16:00,Albino Turbay / Cianorte
060,Portuguesa / RJ,Oeste / SP,24/04/2022,19:00,Luso Brasileiro / Rio de Janeiro
061,Caxias / RS,Juventus / SC,23/04/2022,15:00,Francisco Stédile / Caxias do Sul
062,Próspera / SC,Aimoré / RS,24/04/2022,15:00,Domingos Silveira Gonzalez / Tubarao
063,São Luiz / RS,Azuriz / PR,23/04/2022,16:00,19 de Outubro / Ijui
064,Marcílio Dias / SC,Cascavel / PR,23/04/2022,15:30,Hercílio Luz / Itajai
065,São Raimundo / AM,Porto Velho / RO,01/05/2022,16:00,Ismael Benigno / Manaus
066,Trem / AP,Amazonas / AM,03/05/2022,15:00,Milton de Souza Correia / Macapa
067,Nautico / RR,São Raimundo / RR,30/04/2022,18:00,Flamarion Vasconcelos / Boa Vista
068,Rio Branco / AC,Humaitá / AC,01/05/2022,18:00,Antonio Aquino Lopes / Rio Branco
069,4 de Julho / PI,Tuna Luso / PA,30/04/2022,16:00,Arena Ytacoatiara / Piripiri
070,Castanhal / PA,Fluminense / PI,03/05/2022,15:00,São Benedito / Braganca
071,Tocantinópolis / TO,Pacajus / CE,30/04/2022,16:00,João Ribeiro / Tocantinopolis
072,Moto Club / MA,Juventude / MA,02/05/2022,19:00,Nhozinho Santos / Sao Luis
073,América / RN,Afogados / PE,30/04/2022,17:00,Arena das Dunas / Natal
074,Retrô / PE,Globo / RN,04/05/2022,20:00,Arena Pernambuco Governador Carlos Wilson Campos / São Lourenço da Mata
075,São Paulo Crystal / PB,Sousa / PB,30/04/2022,15:00,Estádio Municipal O Carneirão / Cruz do Espirito Santo
076,Crato / CE,Icasa / CE,30/04/2022,15:00,Governador Virgilio Távora / Crato
077,Lagarto / SE,CSE / AL,01/05/2022,16:00,Paulo Barreto de Menezes / Lagarto
078,ASA / AL,Sergipe / SE,01/05/2022,16:00,Coaracy da Mata Fonseca / Arapiraca
079,Juazeirense / BA,Santa Cruz / PE,04/05/2022,20:00,Adauto Moraes / Juazeiro
