Game,Home,Away,Date,Time,Stadium
001,Sampaio Corrêa / MA,Brasiliense / DF,02/06/2013,19:00,Estádio Governador João Castelo / São Luis
002,Baraúnas / RN,Fortaleza / CE,01/06/2013,16:00,Senador Dinarte Mariz / Caicó
003,Águia de Marabá / PA,CRB / AL,02/06/2013,18:30,Leônidas Castro / Belém
004,Santa Cruz / PE,Luverdense / MT,02/06/2013,18:30,José do Rego Maciel / Recife
005,Cuiabá / MT,Treze / PB,05/06/2013,16:00,Presidente Dutra / Cuiabá
006,Mogi Mirim / SP,Duque de Caxias / RJ,01/06/2013,19:00,Estádio Romildo Vitor Gomes Ferreira  / Mogi Mirim
007,CRAC / GO,Betim / MG,01/06/2013,16:00,Genervino Evangelista da Fonseca / Catalão
008,Madureira / RJ,Guarani / SP,01/06/2013,15:00,Aniceto Moscoso / Rio de Janeiro
009,Vila Nova / GO,Grêmio Barueri / SP,02/06/2013,10:00,Serra Dourada / Goiânia
010,Caxias / RS,Macaé / RJ,04/06/2013,20:30,Francisco Stédille / Caxias do Sul
011,Fortaleza / CE,Águia de Marabá / PA,08/06/2013,16:00,Estádio Plácido Aderaldo Castelo / Sobral
012,CRB / AL,Santa Cruz / PE,09/06/2013,19:00,Estádio Rei Pelé / Maceió
013,Luverdense / MT,Cuiabá / MT,08/06/2013,17:00,Municipal Passo das Emas / Lucas do R. Verde
014,Treze / PB,Sampaio Corrêa / MA,08/06/2013,19:00,Ernani Sátyro / Campina Grande
015,Brasiliense / DF,Baraúnas / RN,08/06/2013,17:00,Elmo Serejo Farias / Taguatinga
016,Betim / MG,Caxias / RS,08/06/2013,16:00,Senador Zezé Perrela / Nova Serrana
017,Guarani / SP,Mogi Mirim / SP,09/06/2013,18:30,Brinco de Ouro da Princesa / Campinas
018,Grêmio Barueri / SP,CRAC / GO,09/06/2013,10:00,Estádio Municipal Barueri / Barueri
019,Macaé / RJ,Madureira / RJ,12/06/2013,19:00,Cláudio Moacyr de Azevedo / Macaé
020,Duque de Caxias / RJ,Vila Nova / GO,09/06/2013,10:00,Romário Souza Faria / Duque de Caxias
021,Fortaleza / CE,CRB / AL,06/07/2013,16:00,Estádio Plácido Aderaldo Castelo / Sobral
022,Baraúnas / RN,Treze / PB,10/07/2013,20:30,Senador Dinarte Mariz / Caicó
023,Águia de Marabá / PA,Sampaio Corrêa / MA,07/07/2013,16:00,Estádio Estadual Jornalista Edgar Augusto Proença  / Belém
024,Santa Cruz / PE,Cuiabá / MT,07/07/2013,19:00,José do Rego Maciel / Recife
025,Brasiliense / DF,Luverdense / MT,07/07/2013,17:00,Elmo Serejo Farias / Taguatinga
026,Mogi Mirim / SP,Vila Nova / GO,06/07/2013,18:30,Estádio Romildo Vitor Gomes Ferreira  / Mogi Mirim
027,CRAC / GO,Madureira / RJ,06/07/2013,16:00,Genervino Evangelista da Fonseca / Catalão
